Event_ID,Action_Record_ID,Process_Code,Employee_ID,Event_Type,Event_DateTime,Performed_By_Employee_ID,Performed_By_Name,Previous_Status,New_Status,Effect,Note,Data_As_Of_Date
HREVT-000383,HRACT-00192,CONTRACT_RENEW,EMP710,RECORDED,2025-12-18T15:15,EMP001,Sonia Hassan,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000384,HRACT-00192,CONTRACT_RENEW,EMP710,APPLIED,2026-01-01T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000385,HRACT-00193,CONTRACT_RENEW,EMP714,RECORDED,2025-08-17T14:55,EMP012,Danish Masood,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000386,HRACT-00193,CONTRACT_RENEW,EMP714,APPLIED,2025-09-01T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000387,HRACT-00194,CONTRACT_RENEW,EMP715,RECORDED,2025-08-27T11:50,EMP087,Kashif Hameed,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000388,HRACT-00194,CONTRACT_RENEW,EMP715,APPLIED,2025-09-01T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000389,HRACT-00195,CONTRACT_RENEW,EMP089,RECORDED,2026-07-20T13:15,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000390,HRACT-00196,CONTRACT_RENEW,EMP370,RECORDED,2026-07-19T09:40,EMP202,Usman Hashmi,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000391,HRACT-00197,CONTRACT_RENEW,EMP519,RECORDED,2026-07-16T15:20,EMP203,Zainab Awan,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000392,HRACT-00198,CONTRACT_RENEW,EMP714,RECORDED,2026-07-27T11:40,EMP066,Ali Gill,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000393,HRACT-00199,CONTRACT_RENEW,EMP715,RECORDED,2026-07-19T15:20,EMP081,Sonia Arif,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000394,HRACT-00200,CONTRACT_RENEW,EMP007,RECORDED,2026-07-29T10:20,EMP085,Sara Yousaf,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000395,HRACT-00201,CONTRACT_RENEW,EMP139,RECORDED,2026-07-15T14:40,EMP201,Taha Saeed,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000396,HRACT-00202,CONTRACT_RENEW,EMP203,RECORDED,2026-07-26T12:10,EMP001,Sonia Hassan,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000397,HRACT-00203,CONTRACT_RENEW,EMP323,RECORDED,2026-07-21T13:20,EMP012,Danish Masood,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000398,HRACT-00204,CONTRACT_RENEW,EMP357,RECORDED,2026-07-21T12:45,EMP087,Kashif Hameed,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000399,HRACT-00205,CONTRACT_RENEW,EMP491,RECORDED,2026-07-31T16:25,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000400,HRACT-00206,CONTRACT_RENEW,EMP536,RECORDED,2026-07-31T14:05,EMP202,Usman Hashmi,,SCHEDULED,Logged,Renewal scheduled before contract expiry based on role continuity and satisfactory current indicators.,2026-08-01
HREVT-000401,HRACT-00207,PROMOTION,EMP328,RECORDED,2026-07-26T12:20,EMP203,Zainab Awan,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Lead/Manager position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000402,HRACT-00208,PROMOTION,EMP603,RECORDED,2026-08-01T10:05,EMP066,Ali Gill,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000403,HRACT-00209,PROMOTION,EMP269,RECORDED,2026-07-31T10:05,EMP081,Sonia Arif,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Lead/Manager position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000404,HRACT-00210,PROMOTION,EMP651,RECORDED,2026-07-19T09:45,EMP085,Sara Yousaf,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000405,HRACT-00211,PROMOTION,EMP337,RECORDED,2026-07-17T16:30,EMP201,Taha Saeed,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000406,HRACT-00212,PROMOTION,EMP279,RECORDED,2026-07-18T12:15,EMP001,Sonia Hassan,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Lead/Manager position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000407,HRACT-00213,PROMOTION,EMP694,RECORDED,2026-07-23T11:40,EMP012,Danish Masood,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000408,HRACT-00214,PROMOTION,EMP156,RECORDED,2026-07-18T09:25,EMP087,Kashif Hameed,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000409,HRACT-00215,PROMOTION,EMP548,RECORDED,2026-07-24T12:15,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Lead/Manager position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000410,HRACT-00216,PROMOTION,EMP558,RECORDED,2026-07-28T14:30,EMP202,Usman Hashmi,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000411,HRACT-00217,PROMOTION,EMP116,RECORDED,2026-07-27T10:55,EMP203,Zainab Awan,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Mid position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000412,HRACT-00218,PROMOTION,EMP685,RECORDED,2026-07-17T14:25,EMP066,Ali Gill,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Lead/Manager position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000413,HRACT-00219,PROMOTION,EMP088,RECORDED,2026-07-22T11:55,EMP081,Sonia Arif,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000414,HRACT-00220,PROMOTION,EMP264,RECORDED,2026-07-21T13:25,EMP085,Sara Yousaf,,SCHEDULED,Logged,"Promotion scheduled into approved vacant Senior position based on performance, readiness and department vacancy need.",2026-08-01
HREVT-000415,HRACT-00221,TRANSFER,EMP081,RECORDED,2026-07-28T14:40,EMP201,Taha Saeed,,SCHEDULED,Logged,Transfer scheduled from HR to Engineering to support a department with approved staffing vacancies.,2026-08-01
HREVT-000416,HRACT-00222,TRANSFER,EMP087,RECORDED,2026-07-26T10:05,EMP001,Sonia Hassan,,SCHEDULED,Logged,Transfer scheduled from HR to Production & Manufacturing to support a department with approved staffing vacancies.,2026-08-01
HREVT-000417,HRACT-00223,TRANSFER,EMP106,RECORDED,2026-07-23T11:30,EMP012,Danish Masood,,SCHEDULED,Logged,Transfer scheduled from HR to Sales to support a department with approved staffing vacancies.,2026-08-01
HREVT-000418,HRACT-00224,TRANSFER,EMP130,RECORDED,2026-07-25T11:35,EMP087,Kashif Hameed,,SCHEDULED,Logged,Transfer scheduled from HR to IT to support a department with approved staffing vacancies.,2026-08-01
HREVT-000419,HRACT-00225,TRANSFER,EMP013,RECORDED,2026-07-26T10:30,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Transfer scheduled from HR to Production & Manufacturing to support a department with approved staffing vacancies.,2026-08-01
HREVT-000420,HRACT-00226,TRANSFER,EMP205,RECORDED,2026-07-20T15:15,EMP202,Usman Hashmi,,SCHEDULED,Logged,Transfer scheduled from HR to Finance to support a department with approved staffing vacancies.,2026-08-01
HREVT-000421,HRACT-00227,TRANSFER,EMP001,RECORDED,2026-07-31T15:20,EMP203,Zainab Awan,,SCHEDULED,Logged,Transfer scheduled from HR to Sales to support a department with approved staffing vacancies.,2026-08-01
HREVT-000422,HRACT-00228,TRANSFER,EMP421,RECORDED,2026-07-28T14:10,EMP066,Ali Gill,,SCHEDULED,Logged,Transfer scheduled from Administration & Facilities to Production & Manufacturing to support a department with approved staffing vacancies.,2026-08-01
HREVT-000423,HRACT-00229,TRANSFER,EMP466,RECORDED,2026-07-23T14:15,EMP081,Sonia Arif,,SCHEDULED,Logged,Transfer scheduled from Legal & Compliance to Medical Care to support a department with approved staffing vacancies.,2026-08-01
HREVT-000424,HRACT-00230,TRANSFER,EMP414,RECORDED,2026-07-28T13:25,EMP085,Sara Yousaf,,SCHEDULED,Logged,Transfer scheduled from Administration & Facilities to Procurement & Supply Chain to support a department with approved staffing vacancies.,2026-08-01
HREVT-000425,HRACT-00231,RESIGNATION,EMP026,RECORDED,2026-07-30T13:50,EMP201,Taha Saeed,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000426,HRACT-00232,RESIGNATION,EMP018,RECORDED,2026-08-01T13:35,EMP001,Sonia Hassan,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000427,HRACT-00233,RESIGNATION,EMP098,RECORDED,2026-07-26T13:15,EMP012,Danish Masood,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000428,HRACT-00234,RESIGNATION,EMP144,RECORDED,2026-07-31T14:25,EMP087,Kashif Hameed,,SCHEDULED,Logged,Employee notice recorded; personal/manager-fit considerations were noted in the exit discussion.,2026-08-01
HREVT-000429,HRACT-00235,RESIGNATION,EMP138,RECORDED,2026-08-01T12:40,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000430,HRACT-00236,RESIGNATION,EMP058,RECORDED,2026-07-23T10:00,EMP202,Usman Hashmi,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000431,HRACT-00237,RESIGNATION,EMP194,RECORDED,2026-07-23T16:50,EMP203,Zainab Awan,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000432,HRACT-00238,RESIGNATION,EMP164,RECORDED,2026-07-29T16:40,EMP066,Ali Gill,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000433,HRACT-00239,RESIGNATION,EMP027,RECORDED,2026-08-01T14:15,EMP081,Sonia Arif,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000434,HRACT-00240,RESIGNATION,EMP038,RECORDED,2026-07-23T12:55,EMP085,Sara Yousaf,,SCHEDULED,Logged,Employee notice recorded; career and role-growth considerations were cited.,2026-08-01
HREVT-000435,HRACT-00241,RETIREMENT,EMP259,RECORDED,2026-07-13T16:25,EMP201,Taha Saeed,,SCHEDULED,Logged,Normal retirement scheduled under the synthetic demo retirement rule.,2026-08-01
HREVT-000436,HRACT-00242,RETIREMENT,EMP586,RECORDED,2026-07-16T12:20,EMP001,Sonia Hassan,,SCHEDULED,Logged,Normal retirement scheduled under the synthetic demo retirement rule.,2026-08-01
HREVT-000437,HRACT-00243,RETIREMENT,EMP227,RECORDED,2026-07-11T14:25,EMP012,Danish Masood,,SCHEDULED,Logged,Normal retirement scheduled under the synthetic demo retirement rule.,2026-08-01
HREVT-000438,HRACT-00244,RETIREMENT,EMP406,RECORDED,2026-07-10T15:20,EMP087,Kashif Hameed,,SCHEDULED,Logged,Normal retirement scheduled under the synthetic demo retirement rule.,2026-08-01
HREVT-000439,HRACT-00245,RETIREMENT,EMP277,RECORDED,2026-07-13T10:00,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Normal retirement scheduled under the synthetic demo retirement rule.,2026-08-01
HREVT-000440,HRACT-00246,TERMINATION,EMP687,RECORDED,2026-07-26T14:05,EMP202,Usman Hashmi,,SCHEDULED,Logged,Scheduled employer-initiated separation following a documented performance-management outcome in the synthetic demo data.,2026-08-01
HREVT-000441,HRACT-00247,TERMINATION,EMP198,RECORDED,2026-07-30T10:10,EMP203,Zainab Awan,,SCHEDULED,Logged,Scheduled employer-initiated separation following a documented performance-management outcome in the synthetic demo data.,2026-08-01
HREVT-000442,HRACT-00248,TERMINATION,EMP073,RECORDED,2026-07-25T10:30,EMP066,Ali Gill,,SCHEDULED,Logged,Scheduled employer-initiated separation following a documented performance-management outcome in the synthetic demo data.,2026-08-01
HREVT-000443,HRACT-00249,TERMINATION,EMP304,RECORDED,2026-07-26T15:35,EMP081,Sonia Arif,,SCHEDULED,Logged,Scheduled employer-initiated separation following a documented performance-management outcome in the synthetic demo data.,2026-08-01
HREVT-000444,HRACT-00250,REHIRE,EMP381,RECORDED,2024-02-20T10:15,EMP001,Sonia Hassan,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000445,HRACT-00250,REHIRE,EMP381,APPLIED,2024-03-01T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000446,HRACT-00251,REHIRE,EMP341,RECORDED,2024-03-28T10:22,EMP012,Danish Masood,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000447,HRACT-00251,REHIRE,EMP341,APPLIED,2024-04-17T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000448,HRACT-00252,REHIRE,EMP521,RECORDED,2024-05-24T10:29,EMP087,Kashif Hameed,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000449,HRACT-00252,REHIRE,EMP521,APPLIED,2024-06-03T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000450,HRACT-00253,REHIRE,EMP564,RECORDED,2024-07-08T10:36,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000451,HRACT-00253,REHIRE,EMP564,APPLIED,2024-07-20T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000452,HRACT-00254,REHIRE,EMP659,RECORDED,2024-08-27T10:43,EMP201,Taha Saeed,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000453,HRACT-00254,REHIRE,EMP659,APPLIED,2024-09-05T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000454,HRACT-00255,REHIRE,EMP430,RECORDED,2024-10-12T10:50,EMP202,Usman Hashmi,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000455,HRACT-00255,REHIRE,EMP430,APPLIED,2024-10-22T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000456,HRACT-00256,REHIRE,EMP474,RECORDED,2024-11-21T10:57,EMP203,Zainab Awan,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000457,HRACT-00256,REHIRE,EMP474,APPLIED,2024-12-08T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000458,HRACT-00257,REHIRE,EMP013,RECORDED,2025-01-10T11:04,EMP001,Sonia Hassan,,APPLIED,Logged,Former employee returned after prior separation; current source employee record already reflects active service.,2026-08-01
HREVT-000459,HRACT-00257,REHIRE,EMP013,APPLIED,2025-01-24T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Open/restore assignment on effective date; employee becomes Active; movement/action history recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000460,HRACT-00258,CONTRACT_END,EMP697,RECORDED,2026-07-20T11:00,EMP012,Danish Masood,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000461,HRACT-00259,CONTRACT_END,EMP496,RECORDED,2026-07-23T11:04,EMP087,Kashif Hameed,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000462,HRACT-00260,CONTRACT_END,EMP680,RECORDED,2026-07-31T11:08,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000463,HRACT-00261,CONTRACT_END,EMP613,RECORDED,2026-07-26T11:12,EMP201,Taha Saeed,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000464,HRACT-00262,CONTRACT_END,EMP238,RECORDED,2026-07-16T11:16,EMP202,Usman Hashmi,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000465,HRACT-00263,CONTRACT_END,EMP576,RECORDED,2026-07-28T11:20,EMP203,Zainab Awan,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000466,HRACT-00264,CONTRACT_END,EMP367,RECORDED,2026-07-15T11:24,EMP001,Sonia Hassan,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000467,HRACT-00265,CONTRACT_END,EMP533,RECORDED,2026-07-25T11:28,EMP012,Danish Masood,,SCHEDULED,Logged,Contract reviewed and marked for completion/non-renewal at the current contractual end date.,2026-08-01
HREVT-000468,HRACT-00266,RESIGN_WITHDRAW,EMP038,RECORDED,2026-08-13T10:20,EMP087,Kashif Hameed,,APPLIED,Logged,Employee withdrew the previously recorded resignation before the planned separation date.,2026-08-01
HREVT-000469,HRACT-00266,RESIGN_WITHDRAW,EMP038,APPLIED,2026-08-13T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Cancel scheduled resignation; employee remains Active/Probation; position remains filled,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000470,HRACT-00240,RESIGNATION,EMP038,WITHDRAWN,2026-08-13T10:20,EMP012,Danish Masood,SCHEDULED,WITHDRAWN,Scheduled exit cancelled; no headcount/position impact,Withdrawal recorded via HRACT-00266.,2026-08-01
HREVT-000471,HRACT-00267,RESIGN_WITHDRAW,EMP018,RECORDED,2026-09-09T10:28,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Employee withdrew the previously recorded resignation before the planned separation date.,2026-08-01
HREVT-000472,HRACT-00267,RESIGN_WITHDRAW,EMP018,APPLIED,2026-09-09T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Cancel scheduled resignation; employee remains Active/Probation; position remains filled,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000473,HRACT-00232,RESIGNATION,EMP018,WITHDRAWN,2026-09-09T10:28,EMP087,Kashif Hameed,SCHEDULED,WITHDRAWN,Scheduled exit cancelled; no headcount/position impact,Withdrawal recorded via HRACT-00267.,2026-08-01
HREVT-000474,HRACT-00268,RESIGN_WITHDRAW,EMP058,RECORDED,2026-08-15T10:36,EMP201,Taha Saeed,,APPLIED,Logged,Employee withdrew the previously recorded resignation before the planned separation date.,2026-08-01
HREVT-000475,HRACT-00268,RESIGN_WITHDRAW,EMP058,APPLIED,2026-08-15T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Cancel scheduled resignation; employee remains Active/Probation; position remains filled,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000476,HRACT-00236,RESIGNATION,EMP058,WITHDRAWN,2026-08-15T10:36,EMP197,Zeeshan Qureshi,SCHEDULED,WITHDRAWN,Scheduled exit cancelled; no headcount/position impact,Withdrawal recorded via HRACT-00268.,2026-08-01
HREVT-000477,HRACT-00269,RESIGN_WITHDRAW,EMP027,RECORDED,2026-08-23T10:44,EMP202,Usman Hashmi,,APPLIED,Logged,Employee withdrew the previously recorded resignation before the planned separation date.,2026-08-01
HREVT-000478,HRACT-00269,RESIGN_WITHDRAW,EMP027,APPLIED,2026-08-23T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Cancel scheduled resignation; employee remains Active/Probation; position remains filled,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000479,HRACT-00239,RESIGNATION,EMP027,WITHDRAWN,2026-08-23T10:44,EMP201,Taha Saeed,SCHEDULED,WITHDRAWN,Scheduled exit cancelled; no headcount/position impact,Withdrawal recorded via HRACT-00269.,2026-08-01
HREVT-000480,HRACT-00270,FINAL_SETTLEMENT,EMP198,RECORDED,2026-08-01T14:00,EMP203,Zainab Awan,,SCHEDULED,Logged,Final settlement workflow created from Termination action HRACT-00247.,2026-08-01
HREVT-000481,HRACT-00271,FINAL_SETTLEMENT,EMP073,RECORDED,2026-08-01T14:03,EMP001,Sonia Hassan,,SCHEDULED,Logged,Final settlement workflow created from Termination action HRACT-00248.,2026-08-01
HREVT-000482,HRACT-00272,FINAL_SETTLEMENT,EMP098,RECORDED,2026-08-01T14:06,EMP012,Danish Masood,,SCHEDULED,Logged,Final settlement workflow created from Resignation action HRACT-00233.,2026-08-01
HREVT-000483,HRACT-00273,FINAL_SETTLEMENT,EMP304,RECORDED,2026-08-01T14:09,EMP087,Kashif Hameed,,SCHEDULED,Logged,Final settlement workflow created from Termination action HRACT-00249.,2026-08-01
HREVT-000484,HRACT-00274,FINAL_SETTLEMENT,EMP687,RECORDED,2026-08-01T14:12,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Final settlement workflow created from Termination action HRACT-00246.,2026-08-01
HREVT-000485,HRACT-00275,FINAL_SETTLEMENT,EMP496,RECORDED,2026-08-01T14:15,EMP201,Taha Saeed,,SCHEDULED,Logged,Final settlement workflow created from Contract End / Non-renewal action HRACT-00259.,2026-08-01
HREVT-000486,HRACT-00276,FINAL_SETTLEMENT,EMP680,RECORDED,2026-08-01T14:18,EMP202,Usman Hashmi,,SCHEDULED,Logged,Final settlement workflow created from Contract End / Non-renewal action HRACT-00260.,2026-08-01
HREVT-000487,HRACT-00277,FINAL_SETTLEMENT,EMP697,RECORDED,2026-08-01T14:21,EMP203,Zainab Awan,,SCHEDULED,Logged,Final settlement workflow created from Contract End / Non-renewal action HRACT-00258.,2026-08-01
HREVT-000488,HRACT-00278,FINAL_SETTLEMENT,EMP026,RECORDED,2026-08-01T14:24,EMP001,Sonia Hassan,,SCHEDULED,Logged,Final settlement workflow created from Resignation action HRACT-00231.,2026-08-01
HREVT-000489,HRACT-00279,FINAL_SETTLEMENT,EMP138,RECORDED,2026-08-01T14:27,EMP012,Danish Masood,,SCHEDULED,Logged,Final settlement workflow created from Resignation action HRACT-00235.,2026-08-01
HREVT-000490,HRACT-00280,FINAL_SETTLEMENT,EMP194,RECORDED,2026-08-01T14:30,EMP087,Kashif Hameed,,SCHEDULED,Logged,Final settlement workflow created from Resignation action HRACT-00237.,2026-08-01
HREVT-000491,HRACT-00281,FINAL_SETTLEMENT,EMP164,RECORDED,2026-08-01T14:33,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Final settlement workflow created from Resignation action HRACT-00238.,2026-08-01
HREVT-000492,HRACT-00282,FINAL_SETTLEMENT,EMP259,RECORDED,2026-08-01T14:36,EMP201,Taha Saeed,,SCHEDULED,Logged,Final settlement workflow created from Retirement action HRACT-00241.,2026-08-01
HREVT-000493,HRACT-00283,FINAL_SETTLEMENT,EMP144,RECORDED,2026-08-01T14:39,EMP202,Usman Hashmi,,SCHEDULED,Logged,Final settlement workflow created from Resignation action HRACT-00234.,2026-08-01
HREVT-000494,HRACT-00284,FINAL_SETTLEMENT,EMP238,RECORDED,2026-08-01T14:42,EMP203,Zainab Awan,,SCHEDULED,Logged,Final settlement workflow created from Contract End / Non-renewal action HRACT-00262.,2026-08-01
HREVT-000495,HRACT-00285,FINAL_SETTLEMENT,EMP576,RECORDED,2026-08-01T14:00,EMP001,Sonia Hassan,,SCHEDULED,Logged,Final settlement workflow created from Contract End / Non-renewal action HRACT-00263.,2026-08-01
HREVT-000496,HRACT-00286,FINAL_SETTLEMENT,EMP613,RECORDED,2026-08-01T14:03,EMP012,Danish Masood,,SCHEDULED,Logged,Final settlement workflow created from Contract End / Non-renewal action HRACT-00261.,2026-08-01
HREVT-000497,HRACT-00287,FINAL_SETTLEMENT,EMP586,RECORDED,2026-08-01T14:06,EMP087,Kashif Hameed,,SCHEDULED,Logged,Final settlement workflow created from Retirement action HRACT-00242.,2026-08-01
HREVT-000498,HRACT-00288,ACTING_CHARGE,EMP244,RECORDED,2026-01-27T09:20,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000499,HRACT-00288,ACTING_CHARGE,EMP244,APPLIED,2026-02-01T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Primary position/headcount unchanged; temporary acting responsibility recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000500,HRACT-00289,ACTING_CHARGE,EMP062,RECORDED,2026-02-18T09:25,EMP201,Taha Saeed,,APPLIED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000501,HRACT-00289,ACTING_CHARGE,EMP062,APPLIED,2026-02-23T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Primary position/headcount unchanged; temporary acting responsibility recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000502,HRACT-00290,ACTING_CHARGE,EMP112,RECORDED,2026-03-12T09:30,EMP202,Usman Hashmi,,APPLIED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000503,HRACT-00290,ACTING_CHARGE,EMP112,APPLIED,2026-03-17T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Primary position/headcount unchanged; temporary acting responsibility recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
