Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Designation,Job_Level,Role_Band,Performance_Template_ID,Performance_Cycle_ID,Latest_Performance_Month,Latest_Performance_Score,Latest_Performance_Band,Average_12M_Performance_Score,Lowest_12M_Performance_Score,Highest_12M_Performance_Score,Three_Month_Change_Points,Performance_Trend,Strongest_KPI_1,Strongest_KPI_1_Score,Strongest_KPI_2,Strongest_KPI_2_Score,Development_KPI_1,Development_KPI_1_Score,Development_KPI_2,Development_KPI_2_Score,Average_Evidence_Quality,Existing_Performance_Score_Reference,Existing_Performance_Band_Reference,Review_Status,Data_As_Of_Date
EMP604,Saba Shah,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-590,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.71,Strong,84.14,80.69,88.01,-5.44,Declining,Attendance and Punctuality,95.02,First Pass Yield,86.34,Learning and Adaptability,68.23,Teamwork and Professional Communication,58.89,0.9,78.2,Effective,Calculated - Pending Manager Review,2026-08-01
EMP605,Areeba Riaz,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-591,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,91.33,Exceptional,89.23,85.98,92.29,3.79,Improving,Production Target Achievement,100.0,Attendance and Punctuality,97.25,Learning and Adaptability,84.73,Teamwork and Professional Communication,62.2,0.91,91.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP606,Mahnoor Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-592,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,86.5,Strong,88.44,86.39,91.8,-3.91,Declining,Attendance and Punctuality,99.38,First Pass Yield,88.36,Learning and Adaptability,76.43,Teamwork and Professional Communication,60.77,0.91,84.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP607,Maryam Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-593,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,80.55,Strong,78.77,77.42,80.55,1.79,Stable,Attendance and Punctuality,96.78,First Pass Yield,89.69,Responsibility and Deadline Discipline,74.24,Teamwork and Professional Communication,55.36,0.91,78.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP608,Sidra Khan,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-594,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.47,Strong,79.1,75.4,81.97,5.44,Improving,Attendance and Punctuality,98.08,Unplanned Downtime,87.03,Learning and Adaptability,69.96,Teamwork and Professional Communication,59.3,0.9,82.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP609,Laiba Iqbal,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-595,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.11,Strong,80.39,78.3,81.85,1.67,Stable,Attendance and Punctuality,97.02,First Pass Yield,88.09,Learning and Adaptability,69.91,Teamwork and Professional Communication,51.33,0.91,78.6,Effective,Calculated - Pending Manager Review,2026-08-01
EMP610,Junaid Latif,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-596,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,75.66,Meets Expectations,71.24,66.44,76.3,8.57,Improving,Attendance and Punctuality,97.43,Learning and Adaptability,89.9,Responsibility and Deadline Discipline,70.03,Teamwork and Professional Communication,56.57,0.9,75.8,Effective,Calculated - Pending Manager Review,2026-08-01
EMP611,Omar Mahmood,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-597,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,82.25,Strong,83.32,81.56,84.71,-0.41,Stable,Attendance and Punctuality,94.08,Responsibility and Deadline Discipline,83.93,Learning and Adaptability,80.85,Teamwork and Professional Communication,56.59,0.91,83.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP612,Hassan Khalid,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-598,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,90.39,Exceptional,87.12,83.17,90.39,5.65,Improving,Production Target Achievement,100.0,Attendance and Punctuality,98.87,First Pass Yield,74.03,Teamwork and Professional Communication,65.08,0.91,89.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP613,Sidra Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-599,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,78.98,Meets Expectations,80.41,78.98,82.21,1.37,Stable,Attendance and Punctuality,96.66,First Pass Yield,86.41,Production Target Achievement,70.16,Teamwork and Professional Communication,59.72,0.92,78.1,Effective,Calculated - Pending Manager Review,2026-08-01
EMP614,Asad Rashid,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-600,Production Technician,Production Technician,Mid,Professional/Mid-level,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,78.7,Meets Expectations,77.53,76.54,78.7,0.62,Stable,Attendance and Punctuality,93.18,Learning and Adaptability,85.99,First Pass Yield,76.58,Teamwork and Professional Communication,61.49,0.91,79.6,Effective,Calculated - Pending Manager Review,2026-08-01
EMP615,Waqas Munir,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-601,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,84.88,Strong,85.13,84.12,86.6,0.22,Stable,Production Target Achievement,98.67,Attendance and Punctuality,94.6,First Pass Yield,75.6,Teamwork and Professional Communication,56.14,0.9,86.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP616,Rabia Sheikh,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-602,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,90.65,Exceptional,90.81,90.15,91.36,-0.55,Stable,Production Target Achievement,100.0,Unplanned Downtime,100.0,Learning and Adaptability,75.16,Teamwork and Professional Communication,60.81,0.9,93.6,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP617,Anusha Hussain,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-603,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,81.2,Strong,82.44,81.09,83.51,-1.36,Stable,Attendance and Punctuality,95.12,Learning and Adaptability,92.66,Responsibility and Deadline Discipline,76.7,Teamwork and Professional Communication,63.79,0.9,82.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP618,Ali Malik,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-604,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.16,Strong,80.13,78.92,81.58,-0.47,Stable,Attendance and Punctuality,95.4,First Pass Yield,85.7,Responsibility and Deadline Discipline,78.46,Teamwork and Professional Communication,53.88,0.9,81.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP619,Kashif Ansari,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-605,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.06,Strong,81.94,80.06,83.66,-2.61,Stable,Attendance and Punctuality,98.88,Learning and Adaptability,84.01,First Pass Yield,75.27,Teamwork and Professional Communication,59.3,0.91,81.8,Effective,Calculated - Pending Manager Review,2026-08-01
EMP620,Iqra Ansari,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-606,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,86.82,Strong,82.28,77.0,86.82,8.09,Improving,Unplanned Downtime,95.04,Production Target Achievement,94.12,First Pass Yield,82.29,Teamwork and Professional Communication,55.64,0.9,86.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP621,Usman Malik,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-607,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.06,Strong,82.17,80.86,83.06,0.98,Stable,Attendance and Punctuality,95.56,Unplanned Downtime,88.83,Production Target Achievement,81.68,Teamwork and Professional Communication,51.94,0.9,83.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP622,Omar Latif,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-608,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,89.36,Strong,87.89,86.83,89.36,1.66,Stable,Production Target Achievement,100.0,Unplanned Downtime,100.0,Learning and Adaptability,78.32,Teamwork and Professional Communication,58.48,0.89,96.3,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP623,Ayesha Hussain,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-609,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,75.83,Meets Expectations,78.42,75.44,81.57,-4.97,Declining,Attendance and Punctuality,94.99,First Pass Yield,83.41,Responsibility and Deadline Discipline,69.18,Teamwork and Professional Communication,51.86,0.9,74.7,Effective,Calculated - Pending Manager Review,2026-08-01
EMP624,Eman Sheikh,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-610,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,81.49,Strong,78.27,75.06,81.75,5.45,Improving,Attendance and Punctuality,93.58,Learning and Adaptability,92.39,Production Target Achievement,75.02,Teamwork and Professional Communication,66.32,0.9,83.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP625,Arham Ahmed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-611,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,79.65,Meets Expectations,76.14,72.01,80.09,6.65,Improving,Attendance and Punctuality,95.76,Unplanned Downtime,84.05,Learning and Adaptability,75.8,Teamwork and Professional Communication,61.53,0.9,80.8,Effective,Calculated - Pending Manager Review,2026-08-01
EMP626,Shahzaib Mughal,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-612,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,89.91,Strong,87.84,85.89,89.91,2.96,Stable,Production Target Achievement,100.0,Unplanned Downtime,99.71,First Pass Yield,80.86,Teamwork and Professional Communication,57.9,0.9,92.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP627,Mahnoor Ismail,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-613,Production Operator,Production Operator,Junior,Junior/Assistant,PT-PRD-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,81.44,Strong,81.42,80.94,82.19,-0.51,Stable,Attendance and Punctuality,97.32,Unplanned Downtime,84.05,Responsibility and Deadline Discipline,77.43,Teamwork and Professional Communication,67.32,0.91,80.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP628,Raza Hameed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-614,Production Intern,Production Intern,Intern,Intern/Trainee,PT-PRD-INTERN,PC-2025-2026-ANNUAL,2026-08-01,86.38,Strong,85.85,84.91,87.5,-0.46,Stable,Attendance and Punctuality,95.08,Unplanned Downtime,87.57,First Pass Yield,85.5,Teamwork and Professional Communication,72.31,0.89,87.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP629,Bilal Malik,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-615,Production Intern,Production Intern,Intern,Intern/Trainee,PT-PRD-INTERN,PC-2025-2026-ANNUAL,2026-08-01,83.75,Strong,85.28,83.19,87.31,-2.27,Stable,Production Target Achievement,100.0,Unplanned Downtime,98.78,First Pass Yield,70.3,Teamwork and Professional Communication,47.07,0.9,86.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP630,Saba Dar,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,POS-616,Production Intern,Production Intern,Intern,Intern/Trainee,PT-PRD-INTERN,PC-2025-2026-ANNUAL,2026-08-01,80.57,Strong,83.75,79.74,88.09,-6.97,Declining,Attendance and Punctuality,100.0,First Pass Yield,87.54,Learning and Adaptability,68.63,Teamwork and Professional Communication,62.47,0.9,80.4,Effective,Calculated - Pending Manager Review,2026-08-01
EMP631,Noman Tariq,DEPARTMENT-015,Quality Assurance,Industrial Operations,EXEC-QAS-HEAD,Head of Quality Assurance,Head of Quality Assurance,Executive,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,81.17,Strong,77.24,74.97,81.17,4.65,Improving,Test and Inspection Plan Achievement,94.24,Attendance and Punctuality,93.68,Team Leadership and Development,61.13,Teamwork and Professional Communication,58.72,0.92,86.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP632,Junaid Sultan,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-617,Quality Assurance Manager,Quality Assurance Manager,Lead/Manager,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,81.37,Strong,79.48,77.91,81.37,2.26,Stable,Attendance and Punctuality,95.26,Responsibility and Deadline Discipline,92.35,Team Leadership and Development,66.12,Teamwork and Professional Communication,53.1,0.9,86.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP633,Sara Tariq,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-618,Quality Assurance Manager,Quality Assurance Manager,Lead/Manager,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.67,Meets Expectations,75.63,72.14,79.67,5.96,Improving,Attendance and Punctuality,97.39,Responsibility and Deadline Discipline,94.01,Team Leadership and Development,65.04,Teamwork and Professional Communication,52.27,0.91,84.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP634,Hira Nadeem,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-619,Quality Assurance Manager,Quality Assurance Manager,Lead/Manager,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,81.24,Strong,82.78,80.61,84.78,-3.18,Declining,Attendance and Punctuality,93.72,Test and Inspection Plan Achievement,90.31,Team Leadership and Development,68.06,Teamwork and Professional Communication,65.96,0.91,85.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP635,Ahmed Rashid,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-620,Quality Assurance Manager,Quality Assurance Manager,Lead/Manager,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,76.47,Meets Expectations,76.41,75.35,77.45,0.0,Stable,Attendance and Punctuality,98.28,Escaped Defect Rate,86.15,Team Leadership and Development,64.96,Teamwork and Professional Communication,56.35,0.91,78.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP636,Zainab Ejaz,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-621,Quality Assurance Manager,Quality Assurance Manager,Lead/Manager,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,82.95,Strong,86.34,82.65,88.95,-5.46,Declining,Attendance and Punctuality,98.26,Test and Inspection Plan Achievement,92.47,Teamwork and Professional Communication,71.38,Team Leadership and Development,66.36,0.91,89.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP637,Kamran Sheikh,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-622,Quality Assurance Manager,Quality Assurance Manager,Lead/Manager,Manager/Head,PT-QAS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,83.08,Strong,82.38,81.37,83.38,0.91,Stable,Attendance and Punctuality,96.64,Responsibility and Deadline Discipline,96.29,Team Leadership and Development,63.44,Teamwork and Professional Communication,62.18,0.92,92.3,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP638,Laiba Hashmi,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-623,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,90.37,Exceptional,91.8,90.37,92.88,-1.68,Stable,Test and Inspection Plan Achievement,100.0,CAPA and Audit Closure within SLA,100.0,Mentoring and Knowledge Transfer,74.25,Teamwork and Professional Communication,59.87,0.92,95.0,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP639,Sana Saeed,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-624,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,81.49,Strong,84.16,81.25,87.01,-5.25,Declining,Attendance and Punctuality,97.06,Test and Inspection Plan Achievement,87.82,Learning and Adaptability,71.98,Teamwork and Professional Communication,62.21,0.91,81.7,Effective,Calculated - Pending Manager Review,2026-08-01
EMP640,Hamza Yousaf,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-625,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.68,Strong,82.27,77.3,86.37,7.36,Improving,Test and Inspection Plan Achievement,100.0,CAPA and Audit Closure within SLA,99.29,Mentoring and Knowledge Transfer,65.8,Teamwork and Professional Communication,58.11,0.91,90.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP641,Ahmed Awan,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-626,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,89.09,Strong,88.04,85.46,89.5,2.75,Stable,Test and Inspection Plan Achievement,100.0,CAPA and Audit Closure within SLA,100.0,Mentoring and Knowledge Transfer,74.31,Teamwork and Professional Communication,65.97,0.91,95.8,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP642,Taha Zafar,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-627,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,86.19,Strong,80.84,74.59,86.19,9.54,Improving,Test and Inspection Plan Achievement,100.0,CAPA and Audit Closure within SLA,99.06,Mentoring and Knowledge Transfer,68.19,Teamwork and Professional Communication,51.97,0.91,88.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP643,Bilal Khan,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-628,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,88.0,Strong,86.85,85.36,88.2,1.24,Stable,Test and Inspection Plan Achievement,100.0,Attendance and Punctuality,99.57,Mentoring and Knowledge Transfer,71.65,Teamwork and Professional Communication,46.12,0.91,91.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP644,Imran Hussain,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-629,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,77.66,Meets Expectations,77.59,76.79,78.48,0.41,Stable,Attendance and Punctuality,98.48,Escaped Defect Rate,89.98,Test and Inspection Plan Achievement,68.16,Teamwork and Professional Communication,67.73,0.91,79.7,Effective,Calculated - Pending Manager Review,2026-08-01
EMP645,Kinza Rehman,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-630,Senior Quality Engineer,Senior Quality Engineer,Senior,Senior/Lead,PT-QAS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,84.64,Strong,82.33,79.77,84.64,3.55,Improving,Attendance and Punctuality,97.92,Test and Inspection Plan Achievement,95.63,Mentoring and Knowledge Transfer,71.68,Teamwork and Professional Communication,57.89,0.91,87.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP646,Junaid Yousaf,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-631,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,88.14,Strong,85.57,82.75,89.1,5.5,Improving,Attendance and Punctuality,97.24,Test and Inspection Plan Achievement,96.13,Escaped Defect Rate,80.13,Teamwork and Professional Communication,60.51,0.91,86.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP647,Amna Iqbal,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-632,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,84.42,Strong,84.04,82.0,85.57,1.5,Stable,Test and Inspection Plan Achievement,95.82,Attendance and Punctuality,94.69,Learning and Adaptability,65.44,Teamwork and Professional Communication,59.67,0.91,82.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP648,Kashif Hashmi,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-633,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,83.21,Strong,79.98,77.16,83.21,4.8,Improving,Attendance and Punctuality,99.67,Learning and Adaptability,89.24,Escaped Defect Rate,74.74,Teamwork and Professional Communication,56.58,0.91,80.0,Effective,Calculated - Pending Manager Review,2026-08-01
EMP649,Fatima Raza,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-634,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,87.78,Strong,86.69,84.52,88.28,1.61,Stable,Attendance and Punctuality,98.11,Test and Inspection Plan Achievement,94.17,Learning and Adaptability,75.31,Teamwork and Professional Communication,60.19,0.9,85.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP650,Hassan Akhtar,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-635,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,82.8,Strong,82.8,81.5,84.28,1.36,Stable,Attendance and Punctuality,97.63,Escaped Defect Rate,91.33,Test and Inspection Plan Achievement,77.0,Teamwork and Professional Communication,60.86,0.92,81.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP651,Sana Habib,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-636,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,94.09,Exceptional,92.57,89.98,94.73,4.16,Improving,Test and Inspection Plan Achievement,100.0,CAPA and Audit Closure within SLA,100.0,Learning and Adaptability,85.38,Teamwork and Professional Communication,67.86,0.9,98.2,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP652,Kinza Waheed,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-637,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,91.22,Exceptional,88.52,85.24,91.22,4.24,Improving,Test and Inspection Plan Achievement,100.0,CAPA and Audit Closure within SLA,97.54,Learning and Adaptability,75.83,Teamwork and Professional Communication,51.53,0.91,87.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP653,Laiba Hussain,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-638,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,75.6,Meets Expectations,77.4,75.6,79.33,-2.27,Stable,Attendance and Punctuality,97.88,CAPA and Audit Closure within SLA,79.18,Learning and Adaptability,69.13,Teamwork and Professional Communication,55.85,0.91,76.9,Effective,Calculated - Pending Manager Review,2026-08-01
EMP654,Kinza Javed,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-639,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,83.22,Strong,82.62,81.33,84.49,0.56,Stable,Attendance and Punctuality,93.19,Learning and Adaptability,87.5,Escaped Defect Rate,78.72,Teamwork and Professional Communication,54.49,0.91,83.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP655,Taha Aslam,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-640,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,90.89,Exceptional,87.38,83.98,90.89,4.9,Improving,Test and Inspection Plan Achievement,100.0,Attendance and Punctuality,99.57,Learning and Adaptability,66.69,Teamwork and Professional Communication,62.43,0.9,88.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP656,Sara Hussain,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-641,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,85.58,Strong,89.72,85.58,92.82,-4.91,Declining,Attendance and Punctuality,94.71,Learning and Adaptability,89.46,Escaped Defect Rate,80.63,Teamwork and Professional Communication,62.71,0.91,86.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP657,Mehwish Chaudhry,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-642,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,89.44,Strong,86.8,84.11,89.44,3.4,Improving,Test and Inspection Plan Achievement,100.0,Attendance and Punctuality,96.54,Escaped Defect Rate,74.86,Teamwork and Professional Communication,60.52,0.91,89.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP658,Kinza Latif,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-643,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,92.63,Exceptional,90.5,87.55,92.63,3.99,Improving,Test and Inspection Plan Achievement,100.0,Responsibility and Deadline Discipline,97.24,Learning and Adaptability,82.76,Teamwork and Professional Communication,65.44,0.91,91.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP659,Fahad Sultan,DEPARTMENT-015,Quality Assurance,Industrial Operations,POS-644,Quality Analyst,Quality Analyst,Mid,Professional/Mid-level,PT-QAS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,92.19,Exceptional,92.88,91.6,93.64,-1.56,Stable,Test and Inspection Plan Achievement,100.0,Attendance and Punctuality,98.71,Escaped Defect Rate,85.46,Teamwork and Professional Communication,53.89,0.92,88.8,Strong,Calculated - Pending Manager Review,2026-08-01
