Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Organizational_Unit_ID,Position_ID,Position_Title,Designation,Job_Level,Career_Level,Role_Band,Management_Tier,Manager_Flag,Measurement_Scope,Performance_Template_ID,Performance_Cycle_ID,Mapping_Status,Effective_Start_Date,Effective_End_Date,Data_As_Of_Date
EMP538,Saba Tariq,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-03,POS-526,Procurement Intern,Procurement Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-PRC-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP539,Noman Ali,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-02,POS-527,Procurement Intern,Procurement Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-PRC-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP540,Haris Hussain,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-03,POS-528,Procurement Intern,Procurement Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-PRC-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP541,Asad Hashmi,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,EXEC-LOG-HEAD,Head of Logistics and Warehouse,Head of Logistics and Warehouse,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP542,Kashif Chaudhry,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,POS-529,Logistics Manager,Logistics Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP543,Kamran Chaudhry,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,POS-530,Logistics Manager,Logistics Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP544,Bilal Ansari,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,POS-531,Logistics Manager,Logistics Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP545,Junaid Aslam,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,POS-532,Logistics Manager,Logistics Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP546,Sara Baig,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,POS-533,Logistics Manager,Logistics Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP547,Usman Ali,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG,POS-534,Logistics Manager,Logistics Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LOG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP548,Maryam Faisal,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-535,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP549,Saba Saeed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-536,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP550,Hira Faisal,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-537,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP551,Saba Rehman,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-538,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP552,Anam Rauf,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-539,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP553,Iqra Mughal,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-540,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP554,Sana Rauf,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-541,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP555,Danish Hashmi,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-542,Senior Logistics Officer,Senior Logistics Officer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LOG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP556,Kinza Farooq,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-543,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP557,Ali Rashid,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-544,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP558,Waqas Latif,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-545,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP559,Minal Qureshi,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-546,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP560,Fahad Ali,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-547,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP561,Maryam Waheed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-548,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP562,Komal Khan,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-549,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP563,Hira Ali,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-550,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP564,Adnan Zafar,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-551,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP565,Rabia Tariq,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-552,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP566,Talha Ismail,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-553,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP567,Hira Javed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-554,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP568,Mehwish Javed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-555,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP569,Bilal Rauf,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-556,Logistics Coordinator,Logistics Coordinator,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LOG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP570,Komal Farooq,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-557,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP571,Minal Saeed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-558,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP572,Farhan Iqbal,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-559,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP573,Junaid Javed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-560,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP574,Ahmed Javed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-561,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP575,Komal Hameed,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-562,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP576,Fatima Sultan,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-563,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP577,Iqra Hussain,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-564,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP578,Maryam Rauf,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-565,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP579,Farhan Aziz,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-01,POS-566,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP580,Minal Bukhari,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-567,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP581,Noor Khalid,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-568,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP582,Noor Sheikh,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-569,Warehouse Assistant,Warehouse Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LOG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP583,Noman Aziz,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-570,Logistics Intern,Logistics Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-LOG-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP584,Zainab Munir,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-02,POS-571,Logistics Intern,Logistics Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-LOG-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP585,Bilal Abbasi,DEPARTMENT-013,Logistics & Warehouse,Enterprise Operations,ORGANIZATIONAL-UNIT-LOG-TEAM-03,POS-572,Logistics Intern,Logistics Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-LOG-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP586,Fahad Akhtar,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,EXEC-PRD-HEAD,Head of Production and Manufacturing,Head of Production and Manufacturing,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP587,Noman Baig,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,POS-573,Production Manager,Production Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP588,Rabia Sultan,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,POS-574,Production Manager,Production Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP589,Adnan Nawaz,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,POS-575,Production Manager,Production Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP590,Taha Ali,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,POS-576,Production Manager,Production Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP591,Adnan Hameed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,POS-577,Production Manager,Production Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP592,Hamza Qureshi,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD,POS-578,Production Manager,Production Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRD-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP593,Maha Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-579,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP594,Raza Mirza,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-580,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP595,Noman Dar,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-581,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP596,Laiba Yousaf,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-02,POS-582,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP597,Raza Ali,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-02,POS-583,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP598,Asad Riaz,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-584,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP599,Maryam Nawaz,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-02,POS-585,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP600,Usman Saleem,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-01,POS-586,Senior Production Supervisor,Senior Production Supervisor,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRD-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP601,Danish Javed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-587,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP602,Noor Baig,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-01,POS-588,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP603,Ayesha Qureshi,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-589,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP604,Saba Shah,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-02,POS-590,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP605,Areeba Riaz,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-02,POS-591,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP606,Mahnoor Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-592,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP607,Maryam Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-593,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP608,Sidra Khan,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-594,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP609,Laiba Iqbal,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-01,POS-595,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP610,Junaid Latif,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-596,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP611,Omar Mahmood,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-597,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP612,Hassan Khalid,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-01,POS-598,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP613,Sidra Saeed,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-03,POS-599,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP614,Asad Rashid,DEPARTMENT-014,Production & Manufacturing,Industrial Operations,ORGANIZATIONAL-UNIT-PRD-TEAM-02,POS-600,Production Technician,Production Technician,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-PRD-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
