Learning_Record_ID,Employee_ID,Employee_Name,Department_ID,Department,Position_ID,Position_Title,Role_Band,Course_ID,Course_Name,Course_Level,Skill_ID,Skill_Name,Current_Proficiency_Level,Current_Skill_Score,Certification_Status,Learning_Status,Completion_Date,Position_Required_Skill,History_Basis,Record_Source,Is_Actual_LMS_Record,Data_As_Of_Date
LEARN-EMP330-COURSE-S057-PRC,EMP330,Farhan Khalid,DEPARTMENT-008,Medical Care,POS-322,Senior Medical Officer,Senior/Lead,COURSE-S057-PRC,Applied Medication Safety in Clinical Practice,Practitioner,S057,Medication Safety,3,78.9,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=3/5, skill score=78.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP326-COURSE-S054-PRC,EMP326,Hira Yousaf,DEPARTMENT-008,Medical Care,POS-318,Senior Medical Officer,Senior/Lead,COURSE-S054-PRC,Applied Clinical Assessment in Clinical Practice,Practitioner,S054,Clinical Assessment,4,77.3,Not Required,Completed,2025-05-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=77.3, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP326-COURSE-S051-ADV,EMP326,Hira Yousaf,DEPARTMENT-008,Medical Care,POS-318,Senior Medical Officer,Senior/Lead,COURSE-S051-ADV,Advanced Empathy & Active Listening for Professional Growth,Advanced,S051,Empathy & Active Listening,5,89.5,Not Required,Completed,2025-04-15,No,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=89.5, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP306-COURSE-S007-ADV,EMP306,Imran Hameed,DEPARTMENT-007,IT,POS-299,IT Support Technician,Junior/Assistant,COURSE-S007-ADV,Advanced Cloud Platforms and Decision Practice,Advanced,S007,Cloud Platforms,4,84.1,Not Required,Completed,2025-01-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=84.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP320-COURSE-S054-ADV,EMP320,Shahzaib Iqbal,DEPARTMENT-008,Medical Care,POS-312,Medical Care Manager,Manager/Head,COURSE-S054-ADV,Advanced Clinical Assessment and Patient Safety,Advanced,S054,Clinical Assessment,5,100.0,Not Required,Completed,2025-05-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP320-COURSE-S055-ADV,EMP320,Shahzaib Iqbal,DEPARTMENT-008,Medical Care,POS-312,Medical Care Manager,Manager/Head,COURSE-S055-ADV,Advanced Patient Care and Patient Safety,Advanced,S055,Patient Care,4,92.1,Certified,Completed,2026-08-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=92.1, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP320-COURSE-S057-PRC,EMP320,Shahzaib Iqbal,DEPARTMENT-008,Medical Care,POS-312,Medical Care Manager,Manager/Head,COURSE-S057-PRC,Applied Medication Safety in Clinical Practice,Practitioner,S057,Medication Safety,3,75.9,Certified,Completed,2026-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=3/5, skill score=75.9, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP252-COURSE-S014-ADV,EMP252,Iqra Ismail,DEPARTMENT-003,Sales,EXEC-SAL-HEAD,Head of Sales,Manager/Head,COURSE-S014-ADV,Advanced Negotiation for Professional Growth,Advanced,S014,Negotiation,5,100.0,Not Required,Completed,2026-07-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP252-COURSE-S016-PRC,EMP252,Iqra Ismail,DEPARTMENT-003,Sales,EXEC-SAL-HEAD,Head of Sales,Manager/Head,COURSE-S016-PRC,Applied Account Management,Practitioner,S016,Account Management,5,81.7,Not Required,Completed,2025-02-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=81.7, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP252-COURSE-S017-ADV,EMP252,Iqra Ismail,DEPARTMENT-003,Sales,EXEC-SAL-HEAD,Head of Sales,Manager/Head,COURSE-S017-ADV,Advanced Pipeline Management and Decision Practice,Advanced,S017,Pipeline Management,5,96.9,Not Required,Completed,2025-04-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=96.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP601-COURSE-S091-PRC,EMP601,Danish Javed,DEPARTMENT-014,Production & Manufacturing,POS-587,Production Technician,Professional/Mid-level,COURSE-S091-PRC,Applied Lean Manufacturing in Operations,Practitioner,S091,Lean Manufacturing,3,74.8,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=74.8, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP601-COURSE-S044-ADV,EMP601,Danish Javed,DEPARTMENT-014,Production & Manufacturing,POS-587,Production Technician,Professional/Mid-level,COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,Advanced,S044,Problem Solving,5,90.0,Not Required,Completed,2024-03-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=90.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP619-COURSE-S091-ADV,EMP619,Kashif Ansari,DEPARTMENT-014,Production & Manufacturing,POS-605,Production Operator,Junior/Assistant,COURSE-S091-ADV,Advanced Lean Manufacturing and Continuous Improvement,Advanced,S091,Lean Manufacturing,4,100.0,Certified,Completed,2024-06-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=100.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP311-COURSE-S008-ADV,EMP311,Junaid Zafar,DEPARTMENT-007,IT,POS-304,IT Support Technician,Junior/Assistant,COURSE-S008-ADV,Advanced Cybersecurity and Decision Practice,Advanced,S008,Cybersecurity,4,85.8,Certified,Completed,2026-08-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=85.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP709-COURSE-S049-ADV,EMP709,Ayesha Tariq,DEPARTMENT-016,Research & Development,POS-693,Research Associate,Junior/Assistant,COURSE-S049-ADV,Advanced Data Analysis and Decision Practice,Advanced,S049,Data Analysis,4,91.6,Certified,Completed,2024-08-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=91.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP394-COURSE-S065-ADV,EMP394,Usman Ansari,DEPARTMENT-009,Training & Development,POS-385,Training Coordinator,Junior/Assistant,COURSE-S065-ADV,Advanced Learning Management Systems and Learning Impact,Advanced,S065,Learning Management Systems,4,99.3,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=99.3, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP106-COURSE-S034-ADV,EMP106,Hina Saleem,DEPARTMENT-001,HR,POS-106,Senior HR Specialist,Senior/Lead,COURSE-S034-ADV,Advanced Employee Relations for Professional Growth,Advanced,S034,Employee Relations,5,100.0,Not Required,Completed,2025-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP106-COURSE-S035-ADV,EMP106,Hina Saleem,DEPARTMENT-001,HR,POS-106,Senior HR Specialist,Senior/Lead,COURSE-S035-ADV,Advanced Learning & Development and Decision Practice,Advanced,S035,Learning & Development,5,100.0,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP144-COURSE-S046-PRC,EMP144,Imran Ullah,DEPARTMENT-004,Customer Support,POS-144,Customer Support Manager,Manager/Head,COURSE-S046-PRC,Leadership in Practice,Practitioner,S046,Leadership,4,72.5,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=72.5, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP144-COURSE-S047-PRC,EMP144,Imran Ullah,DEPARTMENT-004,Customer Support,POS-144,Customer Support Manager,Manager/Head,COURSE-S047-PRC,Coaching & Mentoring in Practice,Practitioner,S047,Coaching & Mentoring,4,72.2,Not Required,Completed,2025-08-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=72.2, certification=Not Required, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP144-COURSE-S045-PRC,EMP144,Imran Ullah,DEPARTMENT-004,Customer Support,POS-144,Customer Support Manager,Manager/Head,COURSE-S045-PRC,Stakeholder Management in Practice,Practitioner,S045,Stakeholder Management,4,68.5,Not Required,Completed,2025-04-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=68.5, certification=Not Required, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP013-COURSE-S033-ADV,EMP013,Anum Ahmad,DEPARTMENT-001,HR,POS-013,HR Generalist,Professional/Mid-level,COURSE-S033-ADV,Advanced Performance Management and Decision Practice,Advanced,S033,Performance Management,4,85.6,Not Required,Completed,2026-04-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=85.6, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP013-COURSE-S031-PRC,EMP013,Anum Ahmad,DEPARTMENT-001,HR,POS-013,HR Generalist,Professional/Mid-level,COURSE-S031-PRC,Applied Recruitment & Selection,Practitioner,S031,Recruitment & Selection,4,80.4,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=80.4, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP655-COURSE-S092-ADV,EMP655,Taha Aslam,DEPARTMENT-015,Quality Assurance,POS-640,Quality Analyst,Professional/Mid-level,COURSE-S092-ADV,Advanced Quality Auditing and Continuous Improvement,Advanced,S092,Quality Auditing,4,84.0,Certified,Completed,2024-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=84.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP655-COURSE-S044-ADV,EMP655,Taha Aslam,DEPARTMENT-015,Quality Assurance,POS-640,Quality Analyst,Professional/Mid-level,COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,Advanced,S044,Problem Solving,5,89.9,Not Required,Completed,2026-08-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=89.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP555-COURSE-S086-ADV,EMP555,Danish Hashmi,DEPARTMENT-013,Logistics & Warehouse,POS-542,Senior Logistics Officer,Senior/Lead,COURSE-S086-ADV,Advanced Dispatch Coordination and Decision Practice,Advanced,S086,Dispatch Coordination,4,82.7,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=82.7, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP555-COURSE-S082-ADV,EMP555,Danish Hashmi,DEPARTMENT-013,Logistics & Warehouse,POS-542,Senior Logistics Officer,Senior/Lead,COURSE-S082-ADV,Advanced Warehouse Operations and Decision Practice,Advanced,S082,Warehouse Operations,4,83.1,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=83.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP093-COURSE-S014-PRC,EMP093,Danish Siddiqui,DEPARTMENT-003,Sales,POS-093,Senior Account Manager,Senior/Lead,COURSE-S014-PRC,Negotiation in Practice,Practitioner,S014,Negotiation,4,78.1,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=78.1, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP093-COURSE-S016-PRC,EMP093,Danish Siddiqui,DEPARTMENT-003,Sales,POS-093,Senior Account Manager,Senior/Lead,COURSE-S016-PRC,Applied Account Management,Practitioner,S016,Account Management,4,76.9,Not Required,Completed,2024-01-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=76.9, certification=Not Required, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP685-COURSE-S053-ADV,EMP685,Kinza Dar,DEPARTMENT-016,Research & Development,POS-669,Senior Research Scientist,Senior/Lead,COURSE-S053-ADV,Advanced Documentation for Professional Growth,Advanced,S053,Documentation,5,93.1,Certified,Completed,2024-05-15,No,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=93.1, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP685-COURSE-S097-ADV,EMP685,Kinza Dar,DEPARTMENT-016,Research & Development,POS-669,Senior Research Scientist,Senior/Lead,COURSE-S097-ADV,Advanced Experimental Design and Innovation Practice,Advanced,S097,Experimental Design,4,89.1,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=89.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP343-COURSE-S056-FND,EMP343,Taha Butt,DEPARTMENT-008,Medical Care,POS-335,Medical Officer,Professional/Mid-level,COURSE-S056-FND,Clinical Documentation Foundations,Foundation,S056,Clinical Documentation,2,75.3,Certified,Completed,2026-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=2/5, skill score=75.3, certification=Certified, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP343-COURSE-S046-ADV,EMP343,Taha Butt,DEPARTMENT-008,Medical Care,POS-335,Medical Officer,Professional/Mid-level,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,5,94.0,Not Required,Completed,2025-02-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=94.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP520-COURSE-S077-ADV,EMP520,Maryam Munir,DEPARTMENT-012,Procurement & Supply Chain,POS-508,Procurement Officer,Professional/Mid-level,COURSE-S077-ADV,Advanced Purchase Order Management and Decision Practice,Advanced,S077,Purchase Order Management,5,95.6,Not Required,Completed,2026-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=95.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP520-COURSE-S023-ADV,EMP520,Maryam Munir,DEPARTMENT-012,Procurement & Supply Chain,POS-508,Procurement Officer,Professional/Mid-level,COURSE-S023-ADV,Advanced Risk & Controls and Decision Practice,Advanced,S023,Risk & Controls,4,83.5,Certified,Completed,2025-01-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=83.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP659-COURSE-S092-ADV,EMP659,Fahad Sultan,DEPARTMENT-015,Quality Assurance,POS-644,Quality Analyst,Professional/Mid-level,COURSE-S092-ADV,Advanced Quality Auditing and Continuous Improvement,Advanced,S092,Quality Auditing,5,100.0,Not Required,Completed,2026-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP659-COURSE-S094-FND,EMP659,Fahad Sultan,DEPARTMENT-015,Quality Assurance,POS-644,Quality Analyst,Professional/Mid-level,COURSE-S094-FND,Corrective Action Management Essentials,Foundation,S094,Corrective Action Management,2,68.6,Certified,Completed,2024-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=2/5, skill score=68.6, certification=Certified, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP677-COURSE-S098-ADV,EMP677,Eman Chaudhry,DEPARTMENT-016,Research & Development,POS-661,Research and Development Manager,Manager/Head,COURSE-S098-ADV,Advanced Technical Writing and Innovation Practice,Advanced,S098,Technical Writing,5,92.8,Certified,Completed,2025-05-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=92.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP677-COURSE-S097-PRC,EMP677,Eman Chaudhry,DEPARTMENT-016,Research & Development,POS-661,Research and Development Manager,Manager/Head,COURSE-S097-PRC,Applied Experimental Design for R&D,Practitioner,S097,Experimental Design,3,77.2,Certified,Completed,2025-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=3/5, skill score=77.2, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP677-COURSE-S053-ADV,EMP677,Eman Chaudhry,DEPARTMENT-016,Research & Development,POS-661,Research and Development Manager,Manager/Head,COURSE-S053-ADV,Advanced Documentation for Professional Growth,Advanced,S053,Documentation,4,82.5,Planned,Completed,2026-07-15,No,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=82.5, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP704-COURSE-S097-ADV,EMP704,Minal Sultan,DEPARTMENT-016,Research & Development,POS-688,Research Analyst,Professional/Mid-level,COURSE-S097-ADV,Advanced Experimental Design and Innovation Practice,Advanced,S097,Experimental Design,4,95.1,Not Required,Completed,2024-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=95.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP704-COURSE-S098-PRC,EMP704,Minal Sultan,DEPARTMENT-016,Research & Development,POS-688,Research Analyst,Professional/Mid-level,COURSE-S098-PRC,Applied Technical Writing for R&D,Practitioner,S098,Technical Writing,4,79.5,Planned,Completed,2026-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=79.5, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP327-COURSE-S054-ADV,EMP327,Sidra Yousaf,DEPARTMENT-008,Medical Care,POS-319,Senior Medical Officer,Senior/Lead,COURSE-S054-ADV,Advanced Clinical Assessment and Patient Safety,Advanced,S054,Clinical Assessment,4,94.4,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=94.4, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP327-COURSE-S057-PRC,EMP327,Sidra Yousaf,DEPARTMENT-008,Medical Care,POS-319,Senior Medical Officer,Senior/Lead,COURSE-S057-PRC,Applied Medication Safety in Clinical Practice,Practitioner,S057,Medication Safety,3,73.2,Not Required,Completed,2025-02-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=3/5, skill score=73.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP612-COURSE-S090-ADV,EMP612,Hassan Khalid,DEPARTMENT-014,Production & Manufacturing,POS-598,Production Technician,Professional/Mid-level,COURSE-S090-ADV,Advanced Preventive Maintenance and Continuous Improvement,Advanced,S090,Preventive Maintenance,4,83.9,Certified,Completed,2024-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=83.9, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP612-COURSE-S020-ADV,EMP612,Hassan Khalid,DEPARTMENT-014,Production & Manufacturing,POS-598,Production Technician,Professional/Mid-level,COURSE-S020-ADV,Advanced SOP Compliance and Decision Practice,Advanced,S020,SOP Compliance,5,84.6,Certified,Completed,2025-08-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=84.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP014-COURSE-S002-PRC,EMP014,Shahid Ali,DEPARTMENT-005,Engineering,POS-014,Software Engineer II,Professional/Mid-level,COURSE-S002-PRC,Applied SQL & Databases,Practitioner,S002,SQL & Databases,4,76.4,Not Required,Completed,2025-01-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=76.4, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP014-COURSE-S001-PRC,EMP014,Shahid Ali,DEPARTMENT-005,Engineering,POS-014,Software Engineer II,Professional/Mid-level,COURSE-S001-PRC,Applied Python Programming,Practitioner,S001,Python Programming,4,73.6,Not Required,Completed,2026-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=73.6, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP483-COURSE-S074-ADV,EMP483,Bilal Mahmood,DEPARTMENT-011,Legal & Compliance,POS-472,Legal Assistant,Junior/Assistant,COURSE-S074-ADV,Advanced Legal Research and Decision Practice,Advanced,S074,Legal Research,4,93.6,Not Required,Completed,2024-06-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=93.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP085-COURSE-S047-ADV,EMP085,Sara Yousaf,DEPARTMENT-001,HR,POS-085,Senior HR Specialist,Senior/Lead,COURSE-S047-ADV,Advanced Coaching & Mentoring for Professional Growth,Advanced,S047,Coaching & Mentoring,5,89.7,Not Required,Completed,2025-02-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=89.7, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP085-COURSE-S034-PRC,EMP085,Sara Yousaf,DEPARTMENT-001,HR,POS-085,Senior HR Specialist,Senior/Lead,COURSE-S034-PRC,Employee Relations in Practice,Practitioner,S034,Employee Relations,4,74.3,Not Required,Completed,2026-02-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=74.3, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP501-COURSE-S049-ADV,EMP501,Kinza Mahmood,DEPARTMENT-012,Procurement & Supply Chain,POS-489,Procurement Manager,Manager/Head,COURSE-S049-ADV,Advanced Data Analysis and Decision Practice,Advanced,S049,Data Analysis,5,100.0,Certified,Completed,2026-04-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=100.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP501-COURSE-S078-ADV,EMP501,Kinza Mahmood,DEPARTMENT-012,Procurement & Supply Chain,POS-489,Procurement Manager,Manager/Head,COURSE-S078-ADV,Advanced Supplier Management and Decision Practice,Advanced,S078,Supplier Management,4,84.2,Not Required,Completed,2025-08-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=84.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP501-COURSE-S079-ADV,EMP501,Kinza Mahmood,DEPARTMENT-012,Procurement & Supply Chain,POS-489,Procurement Manager,Manager/Head,COURSE-S079-ADV,Advanced Contract Negotiation and Decision Practice,Advanced,S079,Contract Negotiation,4,82.8,Not Required,Completed,2025-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=82.8, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP683-COURSE-S099-ADV,EMP683,Farhan Qureshi,DEPARTMENT-016,Research & Development,POS-667,Senior Research Scientist,Senior/Lead,COURSE-S099-ADV,Advanced Innovation Management and Innovation Practice,Advanced,S099,Innovation Management,5,90.4,Planned,Completed,2024-04-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=90.4, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP683-COURSE-S097-ADV,EMP683,Farhan Qureshi,DEPARTMENT-016,Research & Development,POS-667,Senior Research Scientist,Senior/Lead,COURSE-S097-ADV,Advanced Experimental Design and Innovation Practice,Advanced,S097,Experimental Design,5,99.9,Not Required,Completed,2025-01-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=99.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP558-COURSE-S084-ADV,EMP558,Waqas Latif,DEPARTMENT-013,Logistics & Warehouse,POS-545,Logistics Coordinator,Professional/Mid-level,COURSE-S084-ADV,Advanced Transport Planning and Decision Practice,Advanced,S084,Transport Planning,5,89.5,Certified,Completed,2025-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=89.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
