Employee_ID,Employee_Name,Department,Position_ID,Designation,Job_Level,Tenure_Months,Years_in_Company,Total_Experience_Years,Relevant_Experience_Years,Years_in_Current_Role,Projects_Completed,High_Impact_Projects,Previous_Same_Role,Previous_Department_Experience,Leadership_Experience_Years,Cross_Functional_Projects,Project_Success_Rate_pct,Experience_Score,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP272,Ali Siddiqui,Engineering,POS-267,Junior Software Engineer,Junior,20,1.7,3.8,3.2,0.6,7,1,No,No,1.3,0,87.3,76.2,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP273,Haris Ejaz,Engineering,POS-268,Junior Software Engineer,Junior,36,3.0,3.8,3.3,0.6,6,1,No,No,0.0,2,94.1,75.2,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP274,Adnan Awan,Engineering,POS-269,Engineering Intern,Intern,2,0.2,0.4,0.3,0.2,0,0,No,No,0.5,0,92.8,65.5,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP275,Fatima Saeed,Engineering,POS-270,Engineering Intern,Intern,7,0.6,1.5,0.9,0.5,2,0,No,No,1.1,7,87.6,67.4,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP276,Ali Riaz,Engineering,POS-271,Engineering Intern,Intern,1,0.1,0.8,0.7,0.1,1,0,No,No,0.7,5,80.2,64.5,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP277,Amna Chaudhry,Operations,EXEC-OPS-HEAD,Head of Operations,Executive,223,18.6,31.3,21.3,13.5,46,4,No,No,27.2,8,76.2,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP278,Kinza Mirza,Operations,POS-272,Operations Manager,Lead/Manager,181,15.1,23.8,13.7,13.0,44,5,Yes,Yes,20.7,4,77.5,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP279,Minal Ali,Operations,POS-273,Senior Operations Officer,Senior,116,9.7,16.7,13.5,5.4,32,7,Yes,No,0.5,2,100,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP280,Noman Waheed,Operations,POS-274,Senior Operations Officer,Senior,40,3.3,10.7,6.6,3.3,16,2,No,No,0.2,10,84.3,85.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP281,Noman Shah,Operations,POS-275,Senior Operations Officer,Senior,99,8.2,16.8,15.0,7.3,33,8,No,Yes,0.6,3,87.6,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP282,Sana Latif,Operations,POS-276,Senior Operations Officer,Senior,109,9.1,17.0,11.5,5.0,38,5,No,No,0.5,6,85.2,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP283,Komal Baig,Operations,POS-277,Senior Operations Officer,Senior,130,10.8,20.8,13.9,3.7,35,4,No,Yes,0.4,6,75.6,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP284,Hamza Aziz,Operations,POS-278,Senior Operations Officer,Senior,118,9.8,16.4,10.4,8.9,37,9,No,No,0.2,8,92.5,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP285,Maryam Baig,Operations,POS-279,Senior Operations Officer,Senior,108,9.0,14.5,10.0,1.8,15,2,No,Yes,1.2,0,83.5,97.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP286,Taha Munir,Operations,POS-280,Senior Operations Officer,Senior,119,9.9,17.1,13.0,4.8,39,5,No,No,0.5,8,85.1,100,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP287,Komal Waheed,Operations,POS-281,Operations Officer,Mid,56,4.7,7.8,6.2,3.0,10,2,No,No,1.4,0,74.4,84.3,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP288,Hira Chaudhry,Operations,POS-282,Operations Officer,Mid,71,5.9,9.3,6.5,4.3,10,1,No,Yes,0.3,8,67.4,80.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP289,Ali Javed,Operations,POS-283,Operations Intern,Intern,12,1.0,1.4,0.9,0.8,2,0,No,No,1.3,0,73.4,65.0,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP290,Sara Shah,Operations,POS-284,Operations Intern,Intern,5,0.4,1.0,0.8,0.4,1,0,No,No,0.5,3,98.5,68.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP291,Raza Khan,Operations,POS-285,Operations Intern,Intern,12,1.0,1.5,0.8,0.2,2,0,No,No,0.4,0,78.0,63.8,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP292,Imran Mughal,IT,EXEC-IT-HEAD,Head of IT,Executive,124,10.3,24.0,20.9,2.4,44,6,No,No,20.5,8,84.6,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP293,Asad Akhtar,IT,POS-286,IT Manager,Lead/Manager,90,7.5,21.1,12.5,5.0,40,7,Yes,No,17.9,0,77.9,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP294,Sara Mirza,IT,POS-287,IT Manager,Lead/Manager,184,15.3,23.4,20.8,11.2,36,5,No,No,15.8,5,80.0,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP295,Raza Rehman,IT,POS-288,IT Manager,Lead/Manager,66,5.5,18.2,10.4,2.9,23,2,No,No,11.5,4,90.9,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP296,Fahad Aziz,IT,POS-289,Senior Systems Engineer,Senior,146,12.2,21.2,17.4,4.4,22,5,No,No,0.9,9,74.3,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP297,Usman Mughal,IT,POS-290,Senior Systems Engineer,Senior,52,4.3,14.2,10.8,2.0,31,6,Yes,Yes,1.5,4,89.5,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP298,Ayesha Mughal,IT,POS-291,Senior Systems Engineer,Senior,75,6.2,16.0,12.5,5.3,21,5,No,No,0.9,7,82.1,100,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP299,Noor Nadeem,IT,POS-292,Systems Administrator,Mid,50,4.2,7.8,6.7,1.3,17,3,No,No,1.3,9,77.7,87.7,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP300,Talha Akhtar,IT,POS-293,Systems Administrator,Mid,17,1.4,6.0,4.2,1.2,14,1,No,Yes,1.2,5,77.9,77.1,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP301,Talha Ali,IT,POS-294,Systems Administrator,Mid,21,1.8,5.4,4.2,0.4,8,1,No,No,0.0,6,95.3,78.2,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP302,Zainab Mahmood,IT,POS-295,Systems Administrator,Mid,34,2.8,5.5,3.2,1.1,5,0,Yes,No,0.1,9,80.7,70.9,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP303,Saba Hameed,IT,POS-296,Systems Administrator,Mid,58,4.8,7.7,4.9,0.5,15,2,Yes,No,0.8,9,85.4,81.4,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP304,Sana Akhtar,IT,POS-297,Systems Administrator,Mid,40,3.3,8.7,6.9,3.0,11,1,No,No,0.3,9,76.6,83.1,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP305,Talha Habib,IT,POS-298,Systems Administrator,Mid,90,7.5,9.6,6.6,0.9,16,3,No,No,1.2,1,83.6,88.4,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP306,Imran Hameed,IT,POS-299,IT Support Technician,Junior,21,1.8,3.4,2.3,1.5,6,1,No,No,0.8,2,91.7,73.3,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP307,Omar Habib,IT,POS-300,IT Support Technician,Junior,40,3.3,5.6,4.1,2.9,6,0,Yes,No,1.4,1,86.1,77.3,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP308,Adnan Riaz,IT,POS-301,IT Support Technician,Junior,19,1.6,2.5,1.7,0.9,3,0,No,No,1.3,5,77.5,68.2,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP309,Shahzaib Hashmi,IT,POS-302,IT Support Technician,Junior,42,3.5,3.7,2.2,0.4,8,1,No,Yes,0.0,4,79.0,68.9,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP310,Maryam Chaudhry,IT,POS-303,IT Support Technician,Junior,10,0.8,3.5,2.7,0.4,5,0,No,No,1.0,6,78.5,70.8,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP311,Junaid Zafar,IT,POS-304,IT Support Technician,Junior,5,0.4,1.6,1.4,0.3,3,0,No,No,0.9,6,85.6,68.1,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP312,Areeba Tariq,IT,POS-305,IT Support Technician,Junior,41,3.4,4.2,3.6,2.4,6,0,No,No,0.8,3,96.6,76.7,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP313,Kamran Mughal,IT,POS-306,IT Intern,Intern,3,0.2,0.6,0.4,0.2,0,0,No,No,1.4,0,87.8,66.6,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP314,Anam Hameed,IT,POS-307,IT Intern,Intern,12,1.0,1.6,1.2,0.3,3,0,No,No,0.9,0,84.6,67.3,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP315,Maha Abbasi,IT,POS-308,IT Intern,Intern,3,0.2,1.0,0.6,0.2,1,0,No,Yes,0.4,2,95.4,66.7,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP316,Imran Abbasi,Medical Care,EXEC-MED-HEAD,Head of Medical Care,Executive,218,18.2,30.7,27.6,7.1,38,9,No,No,23.7,8,92.9,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP317,Anam Khan,Medical Care,POS-309,Medical Care Manager,Lead/Manager,103,8.6,20.3,14.6,6.4,27,2,No,No,16.4,11,72.3,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP318,Haris Khalid,Medical Care,POS-310,Medical Care Manager,Lead/Manager,72,6.0,16.0,12.6,2.3,16,3,Yes,No,12.4,6,94.2,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP319,Anusha Baig,Medical Care,POS-311,Medical Care Manager,Lead/Manager,117,9.8,23.2,13.0,9.8,43,11,No,No,17.5,11,89.3,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP320,Shahzaib Iqbal,Medical Care,POS-312,Medical Care Manager,Lead/Manager,111,9.2,22.6,12.7,5.4,47,11,No,No,19.1,10,86.8,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP321,Hira Awan,Medical Care,POS-313,Medical Care Manager,Lead/Manager,184,15.3,27.0,24.2,1.6,63,6,No,Yes,20.2,6,96.8,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP322,Kinza Butt,Medical Care,POS-314,Medical Care Manager,Lead/Manager,172,14.3,27.0,23.6,12.5,43,5,No,Yes,20.3,5,82.6,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP323,Rabia Bukhari,Medical Care,POS-315,Senior Medical Officer,Senior,46,3.8,8.8,6.0,2.3,15,3,No,No,1.2,8,80.8,86.1,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP324,Waqas Farooq,Medical Care,POS-316,Senior Medical Officer,Senior,90,7.5,15.7,10.4,5.6,36,6,No,Yes,1.2,9,100,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP325,Eman Iqbal,Medical Care,POS-317,Senior Medical Officer,Senior,74,6.2,11.5,6.7,3.3,16,2,No,No,1.4,3,87.9,88.5,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP326,Hira Yousaf,Medical Care,POS-318,Senior Medical Officer,Senior,113,9.4,18.4,15.2,4.2,28,7,No,No,0.4,1,90.6,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP327,Sidra Yousaf,Medical Care,POS-319,Senior Medical Officer,Senior,145,12.1,17.1,9.7,6.8,21,2,No,No,1.5,9,83.4,96.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP328,Raza Javed,Medical Care,POS-320,Senior Medical Officer,Senior,84,7.0,16.0,12.6,6.9,32,6,Yes,No,1.2,5,88.2,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP329,Ali Aziz,Medical Care,POS-321,Senior Medical Officer,Senior,123,10.2,19.9,11.6,5.7,39,4,No,Yes,0.1,6,76.4,100,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP330,Farhan Khalid,Medical Care,POS-322,Senior Medical Officer,Senior,53,4.4,9.6,7.4,2.5,18,3,No,Yes,0.2,5,79.6,88.0,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP331,Iqra Saleem,Medical Care,POS-323,Medical Officer,Mid,75,6.2,10.2,8.2,2.1,10,2,No,No,0.5,12,90.8,91.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP332,Maryam Ismail,Medical Care,POS-324,Medical Officer,Mid,53,4.4,8.4,7.1,1.4,13,2,No,No,1.3,7,79.7,87.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP333,Bilal Zafar,Medical Care,POS-325,Medical Officer,Mid,75,6.2,9.2,6.8,2.6,12,1,Yes,No,1.3,4,71.2,83.7,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP334,Fahad Hashmi,Medical Care,POS-326,Medical Officer,Mid,44,3.7,8.5,4.9,0.4,18,4,No,No,0.8,3,88.2,84.9,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP335,Haris Rauf,Medical Care,POS-327,Medical Officer,Mid,65,5.4,10.9,6.7,0.8,25,5,No,No,1.0,9,88.0,92.2,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP336,Kinza Faisal,Medical Care,POS-328,Medical Officer,Mid,56,4.7,7.6,6.1,3.6,16,4,Yes,No,0.1,4,86.6,86.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP337,Junaid Mahmood,Medical Care,POS-329,Medical Officer,Mid,84,7.0,9.6,8.6,5.0,12,1,No,Yes,1.1,13,86.4,91.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP338,Imran Malik,Medical Care,POS-330,Medical Officer,Mid,82,6.8,11.5,8.3,0.7,27,5,Yes,No,1.1,5,92.5,98.1,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP339,Saba Saleem,Medical Care,POS-331,Medical Officer,Mid,28,2.3,5.6,4.5,0.8,9,2,Yes,Yes,1.1,0,77.6,79.2,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP340,Eman Raza,Medical Care,POS-332,Medical Officer,Mid,28,2.3,7.0,5.2,1.3,9,1,No,No,1.5,6,75.5,80.2,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP341,Kashif Latif,Medical Care,POS-333,Medical Officer,Mid,89,7.4,9.7,7.9,4.5,9,0,Yes,No,0.9,8,78.7,86.2,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP342,Maha Mughal,Medical Care,POS-334,Medical Officer,Mid,82,6.8,9.4,8.4,3.9,20,2,No,Yes,1.0,8,90.4,93.3,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP343,Taha Butt,Medical Care,POS-335,Medical Officer,Mid,24,2.0,7.7,5.1,1.3,9,0,No,No,0.1,4,69.1,74.3,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP344,Saba Latif,Medical Care,POS-336,Medical Officer,Mid,39,3.2,6.3,4.8,1.9,7,1,No,No,0.4,2,83.6,78.4,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP345,Sana Chaudhry,Medical Care,POS-337,Junior Medical Officer,Junior,25,2.1,3.9,2.6,0.4,6,0,No,No,1.0,4,79.1,70.6,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP346,Hira Hashmi,Medical Care,POS-338,Junior Medical Officer,Junior,26,2.2,3.4,2.8,0.3,5,0,No,No,1.4,1,100,76.2,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP347,Maryam Tariq,Medical Care,POS-339,Junior Medical Officer,Junior,39,3.2,3.4,2.2,0.2,3,0,No,No,0.9,6,88.3,71.1,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP348,Anusha Latif,Medical Care,POS-340,Junior Medical Officer,Junior,13,1.1,1.3,1.0,0.6,2,0,No,No,1.4,1,85.7,67.9,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP349,Iqra Nawaz,Medical Care,POS-341,Junior Medical Officer,Junior,6,0.5,2.4,1.5,0.5,3,0,No,Yes,1.5,4,68.3,66.2,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP350,Noor Abbasi,Medical Care,POS-342,Junior Medical Officer,Junior,28,2.3,4.4,2.7,1.6,10,2,No,Yes,0.4,1,96.2,76.1,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP351,Talha Shah,Medical Care,POS-343,Junior Medical Officer,Junior,35,2.9,5.1,4.6,1.1,10,1,No,No,0.6,0,91.6,79.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP352,Bilal Mughal,Medical Care,POS-344,Junior Medical Officer,Junior,34,2.8,4.5,2.7,2.5,6,1,No,Yes,0.5,0,75.2,70.6,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP353,Nida Latif,Medical Care,POS-345,Junior Medical Officer,Junior,7,0.6,2.3,1.5,0.4,3,0,No,No,0.4,5,82.8,66.9,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP354,Anam Khalid,Medical Care,POS-346,Junior Medical Officer,Junior,38,3.2,5.5,3.6,3.1,9,2,No,No,1.5,1,95.9,81.0,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP355,Saad Shah,Medical Care,POS-347,Junior Medical Officer,Junior,40,3.3,5.0,3.3,1.3,5,0,No,No,0.2,4,76.2,70.5,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP356,Hira Mirza,Medical Care,POS-348,Junior Medical Officer,Junior,5,0.4,1.2,0.9,0.3,1,0,No,No,0.3,5,92.2,66.7,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP357,Kamran Ismail,Medical Care,POS-349,Junior Medical Officer,Junior,34,2.8,5.6,3.3,0.4,10,1,No,No,1.4,0,92.8,77.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP358,Junaid Saeed,Medical Care,POS-350,Clinical Intern,Intern,11,0.9,1.5,1.2,0.7,2,0,No,No,0.6,1,89.2,67.6,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP359,Saba Mahmood,Medical Care,POS-351,Clinical Intern,Intern,5,0.4,1.2,0.9,0.3,2,0,No,No,1.5,0,95.2,69.7,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP360,Omar Qureshi,Medical Care,POS-352,Clinical Intern,Intern,2,0.2,0.3,0.3,0.2,0,0,Yes,No,1.3,9,91.6,66.8,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP361,Hira Siddiqui,Training & Development,EXEC-TRN-HEAD,Head of Training and Development,Executive,146,12.2,24.2,18.8,6.9,46,12,No,No,16.8,5,86.9,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP362,Iqra Mahmood,Training & Development,POS-353,Training Manager,Lead/Manager,60,5.0,16.7,12.7,2.1,38,5,No,Yes,10.3,7,79.6,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
