Assignment_ID,Employee_ID,Employee_Name,Position_ID,Position_Title,Department_ID,Department_Name,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Manager_Employee_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,Assignment_Type,Assignment_Full_Time_Equivalent,Employment_Type,Data_As_Of_Date
ASSIGNMENT-0274,EMP274,Adnan Awan,POS-269,Engineering Intern,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP100,2026-06-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0275,EMP275,Fatima Saeed,POS-270,Engineering Intern,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP159,2026-01-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0276,EMP276,Ali Riaz,POS-271,Engineering Intern,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP269,2026-07-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0277,EMP277,Amna Chaudhry,EXEC-OPS-HEAD,Head of Operations,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,,2023-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0278,EMP278,Kinza Mirza,POS-272,Operations Manager,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,EMP277,2024-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0279,EMP279,Minal Ali,POS-273,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP278,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0280,EMP280,Noman Waheed,POS-274,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP026,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0281,EMP281,Noman Shah,POS-275,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP067,2025-03-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0282,EMP282,Sana Latif,POS-276,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP141,2024-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0283,EMP283,Komal Baig,POS-277,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP278,2022-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0284,EMP284,Hamza Aziz,POS-278,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP026,2026-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0285,EMP285,Maryam Baig,POS-279,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP067,2023-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0286,EMP286,Taha Munir,POS-280,Senior Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP141,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0287,EMP287,Komal Waheed,POS-281,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP278,2025-04-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0288,EMP288,Hira Chaudhry,POS-282,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP026,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0289,EMP289,Ali Javed,POS-283,Operations Intern,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP280,2025-08-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0290,EMP290,Sara Shah,POS-284,Operations Intern,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP281,2026-03-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0291,EMP291,Raza Khan,POS-285,Operations Intern,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP282,2025-08-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0292,EMP292,Imran Mughal,EXEC-IT-HEAD,Head of IT,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,,2024-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0293,EMP293,Asad Akhtar,POS-286,IT Manager,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,EMP292,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0294,EMP294,Sara Mirza,POS-287,IT Manager,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,EMP292,2024-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0295,EMP295,Raza Rehman,POS-288,IT Manager,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,EMP292,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0296,EMP296,Fahad Aziz,POS-289,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP171,2023-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0297,EMP297,Usman Mughal,POS-290,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP293,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0298,EMP298,Ayesha Mughal,POS-291,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP294,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0299,EMP299,Noor Nadeem,POS-292,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP295,2022-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0300,EMP300,Talha Akhtar,POS-293,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP095,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0301,EMP301,Talha Ali,POS-294,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP169,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0302,EMP302,Zainab Mahmood,POS-295,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP171,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0303,EMP303,Saba Hameed,POS-296,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP293,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0304,EMP304,Sana Akhtar,POS-297,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP294,2024-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0305,EMP305,Talha Habib,POS-298,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP295,2025-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0306,EMP306,Imran Hameed,POS-299,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP294,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0307,EMP307,Omar Habib,POS-300,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP295,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0308,EMP308,Adnan Riaz,POS-301,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP051,2025-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0309,EMP309,Shahzaib Hashmi,POS-302,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP094,2023-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0310,EMP310,Maryam Chaudhry,POS-303,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP104,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0311,EMP311,Junaid Zafar,POS-304,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP152,2026-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0312,EMP312,Areeba Tariq,POS-305,IT Support Technician,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP188,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0313,EMP313,Kamran Mughal,POS-306,IT Intern,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP296,2026-05-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0314,EMP314,Anam Hameed,POS-307,IT Intern,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP297,2025-08-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0315,EMP315,Maha Abbasi,POS-308,IT Intern,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP298,2026-05-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0316,EMP316,Imran Abbasi,EXEC-MED-HEAD,Head of Medical Care,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0317,EMP317,Anam Khan,POS-309,Medical Care Manager,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,EMP316,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0318,EMP318,Haris Khalid,POS-310,Medical Care Manager,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,EMP316,2022-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0319,EMP319,Anusha Baig,POS-311,Medical Care Manager,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,EMP316,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0320,EMP320,Shahzaib Iqbal,POS-312,Medical Care Manager,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,EMP316,2022-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0321,EMP321,Hira Awan,POS-313,Medical Care Manager,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,EMP316,2025-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0322,EMP322,Kinza Butt,POS-314,Medical Care Manager,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,EMP316,2025-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0323,EMP323,Rabia Bukhari,POS-315,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP322,2024-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0324,EMP324,Waqas Farooq,POS-316,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP317,2023-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0325,EMP325,Eman Iqbal,POS-317,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP318,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0326,EMP326,Hira Yousaf,POS-318,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP319,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0327,EMP327,Sidra Yousaf,POS-319,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP320,2025-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0328,EMP328,Raza Javed,POS-320,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP321,2022-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0329,EMP329,Ali Aziz,POS-321,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP322,2021-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0330,EMP330,Farhan Khalid,POS-322,Senior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP317,2022-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0331,EMP331,Iqra Saleem,POS-323,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP318,2025-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0332,EMP332,Maryam Ismail,POS-324,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP319,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0333,EMP333,Bilal Zafar,POS-325,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP320,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0334,EMP334,Fahad Hashmi,POS-326,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP321,2026-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0335,EMP335,Haris Rauf,POS-327,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP322,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0336,EMP336,Kinza Faisal,POS-328,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP317,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0337,EMP337,Junaid Mahmood,POS-329,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP318,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0338,EMP338,Imran Malik,POS-330,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP319,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0339,EMP339,Saba Saleem,POS-331,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP320,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0340,EMP340,Eman Raza,POS-332,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP321,2025-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0341,EMP341,Kashif Latif,POS-333,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP322,2024-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0342,EMP342,Maha Mughal,POS-334,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP317,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0343,EMP343,Taha Butt,POS-335,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP318,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0344,EMP344,Saba Latif,POS-336,Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP319,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0345,EMP345,Sana Chaudhry,POS-337,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP318,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0346,EMP346,Hira Hashmi,POS-338,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP319,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0347,EMP347,Maryam Tariq,POS-339,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP320,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0348,EMP348,Anusha Latif,POS-340,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP321,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0349,EMP349,Iqra Nawaz,POS-341,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP322,2026-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0350,EMP350,Noor Abbasi,POS-342,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP323,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0351,EMP351,Talha Shah,POS-343,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP324,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0352,EMP352,Bilal Mughal,POS-344,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP325,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0353,EMP353,Nida Latif,POS-345,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP326,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0354,EMP354,Anam Khalid,POS-346,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,EMP327,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0355,EMP355,Saad Shah,POS-347,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP328,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0356,EMP356,Hira Mirza,POS-348,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP329,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0357,EMP357,Kamran Ismail,POS-349,Junior Medical Officer,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP330,2025-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0358,EMP358,Junaid Saeed,POS-350,Clinical Intern,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,EMP317,2025-09-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0359,EMP359,Saba Mahmood,POS-351,Clinical Intern,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP318,2026-03-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0360,EMP360,Omar Qureshi,POS-352,Clinical Intern,DEPARTMENT-008,Medical Care,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,EMP319,2026-06-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0361,EMP361,Hira Siddiqui,EXEC-TRN-HEAD,Head of Training and Development,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,,2022-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0362,EMP362,Iqra Mahmood,POS-353,Training Manager,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,EMP361,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0363,EMP363,Shahzaib Rauf,POS-354,Training Manager,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,EMP361,2023-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0364,EMP364,Iqra Malik,POS-355,Training Manager,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,EMP361,2023-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
