Movement_ID,Employee_ID,Employee_Name,Movement_Type,Effective_Date,From_Department_ID,From_Department_Name,To_Department_ID,To_Department_Name,From_Organizational_Unit_ID,To_Organizational_Unit_ID,From_Position_ID,To_Position_ID,Movement_Reason,Voluntary_Movement,Employee_Record_Availability,Source_System
MOVEMENT-01734,HISTORICAL-EMPLOYEE-1009,Historical Training Employee 1009,Leave,2026-05-17,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01735,HISTORICAL-EMPLOYEE-1010,Historical Training Employee 1010,Leave,2026-05-03,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01736,EMP393,Nida Awan,Promotion,2026-05-15,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-384,HISTORICAL-PROMOTION-TRN-21-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01737,EMP449,Rabia Mahmood,Join,2026-05-14,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Replacement hire,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01738,EMP494,Anam Mahmood,Join,2026-05-18,,,DEPARTMENT-011,Legal & Compliance,,ORGANIZATIONAL-UNIT-LGL,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01739,HISTORICAL-EMPLOYEE-1011,Historical Legal Employee 1011,Leave,2026-05-25,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01740,HISTORICAL-EMPLOYEE-1012,Historical Legal Employee 1012,Leave,2026-05-20,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01741,EMP527,Mehwish Nasir,Join,2026-05-09,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01742,HISTORICAL-EMPLOYEE-1013,Historical Procurement Employee 1013,Join,2026-05-16,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01743,HISTORICAL-EMPLOYEE-1014,Historical Procurement Employee 1014,Leave,2026-05-22,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01744,HISTORICAL-EMPLOYEE-1015,Historical Procurement Employee 1015,Leave,2026-05-02,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01745,EMP503,Sara Khan,Promotion,2026-05-06,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-491,HISTORICAL-PROMOTION-PRC-21-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01746,EMP522,Nida Riaz,Promotion,2026-05-14,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-510,HISTORICAL-PROMOTION-PRC-21-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01747,EMP583,Noman Aziz,Join,2026-05-05,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01748,HISTORICAL-EMPLOYEE-1016,Historical Logistics Employee 1016,Join,2026-05-20,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01749,HISTORICAL-EMPLOYEE-1017,Historical Logistics Employee 1017,Join,2026-05-20,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01750,HISTORICAL-EMPLOYEE-1018,Historical Logistics Employee 1018,Join,2026-05-19,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01751,HISTORICAL-EMPLOYEE-1019,Historical Logistics Employee 1019,Leave,2026-05-18,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01752,HISTORICAL-EMPLOYEE-1020,Historical Logistics Employee 1020,Leave,2026-05-05,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01753,EMP570,Komal Farooq,Promotion,2026-05-19,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-557,HISTORICAL-PROMOTION-LOG-21-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01754,EMP565,Rabia Tariq,Promotion,2026-05-12,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-552,HISTORICAL-PROMOTION-LOG-21-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01755,EMP573,Junaid Javed,Promotion,2026-05-25,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-560,HISTORICAL-PROMOTION-LOG-21-03,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01756,EMP629,Bilal Malik,Join,2026-05-23,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Replacement hire,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01757,HISTORICAL-EMPLOYEE-1021,Historical Production Employee 1021,Join,2026-05-19,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01758,HISTORICAL-EMPLOYEE-1022,Historical Production Employee 1022,Join,2026-05-16,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01759,HISTORICAL-EMPLOYEE-1023,Historical Production Employee 1023,Join,2026-05-15,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01760,HISTORICAL-EMPLOYEE-1024,Historical Production Employee 1024,Join,2026-05-18,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01761,HISTORICAL-EMPLOYEE-1025,Historical Production Employee 1025,Leave,2026-05-11,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01762,HISTORICAL-EMPLOYEE-1026,Historical Production Employee 1026,Leave,2026-05-06,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01763,EMP595,Noman Dar,Promotion,2026-05-15,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-014,Production & Manufacturing,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-PRD,POS-581,HISTORICAL-PROMOTION-PRD-21-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01764,HISTORICAL-EMPLOYEE-1027,Historical Research Employee 1027,Join,2026-05-22,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01765,HISTORICAL-EMPLOYEE-1028,Historical Research Employee 1028,Join,2026-05-17,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01766,HISTORICAL-EMPLOYEE-1029,Historical Research Employee 1029,Join,2026-05-04,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01767,HISTORICAL-EMPLOYEE-1030,Historical Research Employee 1030,Join,2026-05-10,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01768,HISTORICAL-EMPLOYEE-1031,Historical Research Employee 1031,Leave,2026-05-20,DEPARTMENT-016,Research & Development,,,ORGANIZATIONAL-UNIT-RND,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01769,HISTORICAL-EMPLOYEE-1032,Historical Research Employee 1032,Leave,2026-05-02,DEPARTMENT-016,Research & Development,,,ORGANIZATIONAL-UNIT-RND,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01770,HISTORICAL-EMPLOYEE-1033,Historical Research Employee 1033,Leave,2026-05-11,DEPARTMENT-016,Research & Development,,,ORGANIZATIONAL-UNIT-RND,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01771,EMP339,Saba Saleem,Transfer,2026-06-08,DEPARTMENT-008,Medical Care,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-PRC,POS-331,HISTORICAL-DESTINATION-PRC-22,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01772,EMP596,Laiba Yousaf,Transfer,2026-06-09,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-MED,POS-582,HISTORICAL-DESTINATION-MED-22,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01773,EMP303,Saba Hameed,Transfer,2026-06-04,DEPARTMENT-007,IT,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-ADM,POS-296,HISTORICAL-DESTINATION-ADM-22,Employee request,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01774,EMP193,Zain Qureshi,Transfer,2026-06-14,DEPARTMENT-006,Operations,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-ADM,POS-193,HISTORICAL-DESTINATION-ADM-22,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01775,HISTORICAL-EMPLOYEE-1034,Historical HR Employee 1034,Join,2026-06-17,,,DEPARTMENT-001,HR,,ORGANIZATIONAL-UNIT-HR,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01776,HISTORICAL-EMPLOYEE-1035,Historical HR Employee 1035,Join,2026-06-10,,,DEPARTMENT-001,HR,,ORGANIZATIONAL-UNIT-HR,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01777,HISTORICAL-EMPLOYEE-1036,Historical HR Employee 1036,Leave,2026-06-15,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01778,HISTORICAL-EMPLOYEE-1037,Historical HR Employee 1037,Leave,2026-06-11,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01779,HISTORICAL-EMPLOYEE-1038,Historical HR Employee 1038,Leave,2026-06-17,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01780,EMP089,Muneeb Haider,Promotion,2026-06-12,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-089,HISTORICAL-PROMOTION-HR-22-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01781,EMP013,Anum Ahmad,Promotion,2026-06-14,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-013,HISTORICAL-PROMOTION-HR-22-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01782,EMP213,Talha Khalid,Promotion,2026-06-08,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-212,HISTORICAL-PROMOTION-HR-22-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01783,HISTORICAL-EMPLOYEE-1039,Historical Finance Employee 1039,Join,2026-06-07,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01784,HISTORICAL-EMPLOYEE-1040,Historical Finance Employee 1040,Leave,2026-06-03,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01785,EMP091,Nida Mughal,Promotion,2026-06-13,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-091,HISTORICAL-PROMOTION-FIN-22-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01786,HISTORICAL-EMPLOYEE-1041,Historical Sales Employee 1041,Join,2026-06-18,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01787,EMP254,Farhan Awan,Promotion,2026-06-07,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-251,HISTORICAL-PROMOTION-SAL-22-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01788,EMP063,Ahmad Tariq,Promotion,2026-06-05,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-063,HISTORICAL-PROMOTION-SAL-22-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01789,EMP192,Kashif Hussain,Promotion,2026-06-22,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-192,HISTORICAL-PROMOTION-SAL-22-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01790,EMP265,Danish Saleem,Join,2026-06-14,,,DEPARTMENT-004,Customer Support,,ORGANIZATIONAL-UNIT-CS,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01791,EMP072,Fahad Hassan,Promotion,2026-06-22,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-072,HISTORICAL-PROMOTION-CS-22-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01792,EMP263,Anusha Rauf,Promotion,2026-06-09,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-259,HISTORICAL-PROMOTION-CS-22-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01793,EMP262,Omar Riaz,Promotion,2026-06-03,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-258,HISTORICAL-PROMOTION-CS-22-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01794,EMP274,Adnan Awan,Join,2026-06-24,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01795,HISTORICAL-EMPLOYEE-1042,Historical Engineering Employee 1042,Join,2026-06-12,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01796,HISTORICAL-EMPLOYEE-1043,Historical Engineering Employee 1043,Join,2026-06-11,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01797,HISTORICAL-EMPLOYEE-1044,Historical Engineering Employee 1044,Leave,2026-06-07,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01798,HISTORICAL-EMPLOYEE-1045,Historical Engineering Employee 1045,Leave,2026-06-07,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01799,HISTORICAL-EMPLOYEE-1046,Historical Engineering Employee 1046,Leave,2026-06-16,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01800,EMP273,Haris Ejaz,Promotion,2026-06-22,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-268,HISTORICAL-PROMOTION-ENG-22-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01801,EMP076,Fahad Shah,Promotion,2026-06-07,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-076,HISTORICAL-PROMOTION-ENG-22-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01802,EMP010,Salman Shah,Promotion,2026-06-22,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-010,HISTORICAL-PROMOTION-ENG-22-03,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01803,HISTORICAL-EMPLOYEE-1047,Historical Operations Employee 1047,Join,2026-06-10,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01804,HISTORICAL-EMPLOYEE-1048,Historical Operations Employee 1048,Join,2026-06-14,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01805,EMP187,Nida Mahmood,Promotion,2026-06-19,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-187,HISTORICAL-PROMOTION-OPS-22-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01806,EMP075,Asad Raza,Promotion,2026-06-04,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-075,HISTORICAL-PROMOTION-OPS-22-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01807,HISTORICAL-EMPLOYEE-1049,Historical IT Employee 1049,Join,2026-06-04,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01808,HISTORICAL-EMPLOYEE-1050,Historical IT Employee 1050,Join,2026-06-05,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01809,HISTORICAL-EMPLOYEE-1051,Historical IT Employee 1051,Join,2026-06-16,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01810,HISTORICAL-EMPLOYEE-1052,Historical IT Employee 1052,Leave,2026-06-24,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01811,EMP360,Omar Qureshi,Join,2026-06-22,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01812,HISTORICAL-EMPLOYEE-1053,Historical Medical Employee 1053,Join,2026-06-13,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01813,HISTORICAL-EMPLOYEE-1054,Historical Medical Employee 1054,Join,2026-06-16,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01814,HISTORICAL-EMPLOYEE-1055,Historical Medical Employee 1055,Leave,2026-06-03,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01815,HISTORICAL-EMPLOYEE-1056,Historical Medical Employee 1056,Leave,2026-06-07,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01816,HISTORICAL-EMPLOYEE-1057,Historical Medical Employee 1057,Leave,2026-06-25,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01817,EMP323,Rabia Bukhari,Promotion,2026-06-22,DEPARTMENT-008,Medical Care,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-MED,POS-315,HISTORICAL-PROMOTION-MED-22-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01818,EMP331,Iqra Saleem,Promotion,2026-06-05,DEPARTMENT-008,Medical Care,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-MED,POS-323,HISTORICAL-PROMOTION-MED-22-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01819,EMP388,Kashif Mughal,Promotion,2026-06-04,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-379,HISTORICAL-PROMOTION-TRN-22-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01820,EMP378,Anam Qureshi,Promotion,2026-06-15,DEPARTMENT-009,Training & Development,DEPARTMENT-009,Training & Development,ORGANIZATIONAL-UNIT-TRN,ORGANIZATIONAL-UNIT-TRN,POS-369,HISTORICAL-PROMOTION-TRN-22-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01821,HISTORICAL-EMPLOYEE-1058,Historical Administration Employee 1058,Leave,2026-06-05,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01822,HISTORICAL-EMPLOYEE-1059,Historical Administration Employee 1059,Leave,2026-06-11,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01823,EMP435,Kamran Sultan,Promotion,2026-06-04,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-ADM,POS-425,HISTORICAL-PROMOTION-ADM-22-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01824,EMP438,Fahad Habib,Promotion,2026-06-11,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-ADM,POS-428,HISTORICAL-PROMOTION-ADM-22-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01825,HISTORICAL-EMPLOYEE-1060,Historical Legal Employee 1060,Leave,2026-06-10,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01826,HISTORICAL-EMPLOYEE-1061,Historical Legal Employee 1061,Leave,2026-06-03,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01827,EMP464,Nida Ismail,Promotion,2026-06-15,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-453,HISTORICAL-PROMOTION-LGL-22-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
