Employee_ID,Employee_Name,Department,Position_ID,Job_Level,Assessment_Period,KPI_Achievement_pct,Performance_Trend_6M,Productivity_Score,Goal_Completion_Score,Manager_Rating,Teamwork_Score,Quality_Score,Learning_Agility_Score,Performance_Score,Performance_Band,Promotion_Readiness,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP257,Adnan Baig,Sales,POS-254,Intern,Latest 6 Months,93.3,7.3,89.9,92.4,3.3,93.3,74.0,79.6,85.8,Strong,Development Required,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP258,Ayesha Khalid,Sales,POS-255,Intern,Latest 6 Months,78.2,0.5,67.5,73.7,3.2,73.2,83.5,77.8,74.3,Effective,Development Required,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP259,Usman Nasir,Customer Support,EXEC-CS-HEAD,Executive,Latest 6 Months,72.2,-4.1,88.7,58.8,3.3,92.7,83.7,77.3,76.2,Effective,Successor / Lateral Pool,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP260,Rabia Farooq,Customer Support,POS-256,Senior,Latest 6 Months,86.1,-7.8,73.4,82.0,4.9,81.3,74.0,78.1,82.2,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP261,Anam Ahmed,Customer Support,POS-257,Senior,Latest 6 Months,104.5,3.6,97.6,103.1,4.1,83.4,87.2,95.8,95.1,Exceptional,Ready Now,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP262,Omar Riaz,Customer Support,POS-258,Senior,Latest 6 Months,95.2,-1.7,104.3,102.5,2.8,84.7,86.8,71.6,88.5,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP263,Anusha Rauf,Customer Support,POS-259,Mid,Latest 6 Months,104.1,3.4,104.2,102.5,4.7,82.9,63.6,82.8,93.4,Exceptional,Ready Now,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP264,Areeba Rauf,Customer Support,POS-260,Mid,Latest 6 Months,97.0,7.8,91.4,94.0,4.1,73.0,83.7,99.8,89.6,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP265,Danish Saleem,Customer Support,POS-261,Intern,Latest 6 Months,90.0,-2.6,96.3,77.1,4.4,88.1,72.9,74.1,85.0,Strong,Development Required,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP266,Maryam Khalid,Customer Support,POS-262,Intern,Latest 6 Months,99.5,-7.0,95.4,99.7,3.7,69.7,72.7,70.9,86.5,Strong,Development Required,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP267,Haris Awan,Customer Support,POS-263,Intern,Latest 6 Months,95.4,3.9,97.0,82.7,4.1,88.6,85.0,79.1,88.7,Strong,Development Required,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP268,Fatima Mughal,Engineering,EXEC-ENG-HEAD,Executive,Latest 6 Months,86.3,0.9,88.9,88.5,4.2,82.1,88.1,75.2,85.4,Strong,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP269,Noor Bukhari,Engineering,POS-264,Senior,Latest 6 Months,101.8,4.7,83.4,100.4,4.3,90.9,81.3,94.5,92.5,Exceptional,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP270,Laiba Saeed,Engineering,POS-265,Senior,Latest 6 Months,95.6,-5.1,86.3,88.6,3.0,91.0,84.2,93.9,86.8,Strong,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP271,Minal Khalid,Engineering,POS-266,Junior,Latest 6 Months,90.4,-0.7,91.0,90.9,3.8,71.2,85.7,53.5,82.5,Strong,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP272,Ali Siddiqui,Engineering,POS-267,Junior,Latest 6 Months,79.5,-1.8,88.8,77.5,4.4,67.5,74.9,95.6,81.1,Effective,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP273,Haris Ejaz,Engineering,POS-268,Junior,Latest 6 Months,95.5,4.1,101.3,92.6,3.4,90.2,86.0,71.7,88.7,Strong,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP274,Adnan Awan,Engineering,POS-269,Intern,Latest 6 Months,95.6,5.8,100.3,95.6,3.5,88.5,92.2,80.6,90.6,Strong,Development Required,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP275,Fatima Saeed,Engineering,POS-270,Intern,Latest 6 Months,85.4,2.5,70.9,83.9,3.6,73.5,85.9,94.4,80.8,Effective,Development Required,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP276,Ali Riaz,Engineering,POS-271,Intern,Latest 6 Months,79.2,-1.2,74.9,81.5,3.0,71.6,71.8,72.8,74.3,Effective,Development Required,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP277,Amna Chaudhry,Operations,EXEC-OPS-HEAD,Executive,Latest 6 Months,96.9,-4.6,105.3,82.2,3.5,100,75.2,88.7,89.7,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP278,Kinza Mirza,Operations,POS-272,Lead/Manager,Latest 6 Months,91.1,0.6,98.1,90.1,3.8,79.3,82.2,94.7,88.0,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP279,Minal Ali,Operations,POS-273,Senior,Latest 6 Months,90.8,3.2,99.0,100.1,4.4,75.7,92.3,73.3,89.8,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP280,Noman Waheed,Operations,POS-274,Senior,Latest 6 Months,83.9,8.4,78.9,80.4,3.9,85.3,77.9,73.5,80.6,Effective,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP281,Noman Shah,Operations,POS-275,Senior,Latest 6 Months,97.9,10.7,95.5,96.9,2.8,70.4,93.3,89.6,87.9,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP282,Sana Latif,Operations,POS-276,Senior,Latest 6 Months,67.4,4.1,74.2,71.5,3.7,82.7,86.3,72.5,74.4,Effective,Successor / Lateral Pool,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP283,Komal Baig,Operations,POS-277,Senior,Latest 6 Months,79.1,1.8,73.5,67.4,3.3,87.2,76.5,86.9,76.3,Effective,Successor / Lateral Pool,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP284,Hamza Aziz,Operations,POS-278,Senior,Latest 6 Months,83.8,1.4,92.0,77.1,2.9,86.0,78.5,73.7,79.6,Effective,Successor / Lateral Pool,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP285,Maryam Baig,Operations,POS-279,Senior,Latest 6 Months,97.5,-1.2,97.4,101.2,3.9,91.2,65.2,59.9,87.7,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP286,Taha Munir,Operations,POS-280,Senior,Latest 6 Months,99.4,-0.1,97.7,97.7,4.3,75.9,91.4,80.2,91.7,Strong,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP287,Komal Waheed,Operations,POS-281,Mid,Latest 6 Months,88.9,4.7,89.1,81.0,3.4,69.1,83.7,89.6,82.3,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP288,Hira Chaudhry,Operations,POS-282,Mid,Latest 6 Months,101.7,4.2,100.9,109.8,3.7,65.2,75.5,81.1,90.2,Strong,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP289,Ali Javed,Operations,POS-283,Intern,Latest 6 Months,74.2,1.9,87.1,72.5,4.1,72.7,77.1,87.8,78.3,Effective,Development Required,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP290,Sara Shah,Operations,POS-284,Intern,Latest 6 Months,79.4,-1.6,66.4,68.4,4.3,86.0,79.7,71.2,76.8,Effective,Development Required,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP291,Raza Khan,Operations,POS-285,Intern,Latest 6 Months,88.8,-7.8,95.9,99.7,4.0,74.3,85.6,72.2,86.9,Strong,Development Required,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP292,Imran Mughal,IT,EXEC-IT-HEAD,Executive,Latest 6 Months,88.7,6.0,84.8,86.2,4.5,95.6,92.7,76.5,88.1,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP293,Asad Akhtar,IT,POS-286,Lead/Manager,Latest 6 Months,94.1,5.7,86.3,88.7,4.1,73.1,90.6,59.6,84.5,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP294,Sara Mirza,IT,POS-287,Lead/Manager,Latest 6 Months,107.6,-4.2,110,97.6,3.1,81.0,85.9,88.6,93.4,Exceptional,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP295,Raza Rehman,IT,POS-288,Lead/Manager,Latest 6 Months,92.8,-8.4,99.9,83.2,2.7,78.9,67.0,78.1,81.6,Effective,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP296,Fahad Aziz,IT,POS-289,Senior,Latest 6 Months,103.5,0.3,98.8,110,3.7,80.0,87.0,84.7,93.8,Exceptional,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP297,Usman Mughal,IT,POS-290,Senior,Latest 6 Months,95.9,0.6,107.3,89.7,3.3,72.7,84.5,85.2,88.0,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP298,Ayesha Mughal,IT,POS-291,Senior,Latest 6 Months,81.6,3.2,79.1,76.4,3.9,81.6,80.3,74.8,79.3,Effective,Successor / Lateral Pool,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP299,Noor Nadeem,IT,POS-292,Mid,Latest 6 Months,86.5,1.3,78.5,79.7,4.0,65.1,75.8,72.4,78.4,Effective,Successor / Lateral Pool,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP300,Talha Akhtar,IT,POS-293,Mid,Latest 6 Months,92.8,-4.6,100.0,82.5,4.2,82.6,90.2,100,90.4,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP301,Talha Ali,IT,POS-294,Mid,Latest 6 Months,92.1,-3.8,96.6,84.3,3.7,80.9,83.2,59.8,84.2,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP302,Zainab Mahmood,IT,POS-295,Mid,Latest 6 Months,99.9,9.6,98.8,84.0,5.0,83.3,86.1,85.9,92.5,Exceptional,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP303,Saba Hameed,IT,POS-296,Mid,Latest 6 Months,87.4,0.9,95.7,84.5,3.9,73.1,93.2,74.9,84.9,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP304,Sana Akhtar,IT,POS-297,Mid,Latest 6 Months,90.5,-3.6,64.7,84.9,4.3,87.7,85.5,74.2,82.9,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP305,Talha Habib,IT,POS-298,Mid,Latest 6 Months,97.3,7.0,104.9,85.0,3.8,75.8,75.1,77.6,87.0,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP306,Imran Hameed,IT,POS-299,Junior,Latest 6 Months,92.2,7.1,94.4,91.6,3.8,81.8,80.5,69.2,85.9,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP307,Omar Habib,IT,POS-300,Junior,Latest 6 Months,91.3,2.4,104.0,93.7,3.0,94.3,71.2,60.2,84.9,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP308,Adnan Riaz,IT,POS-301,Junior,Latest 6 Months,85.0,2.9,101.1,73.2,4.6,84.6,98.7,88.2,88.4,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP309,Shahzaib Hashmi,IT,POS-302,Junior,Latest 6 Months,86.7,-0.1,91.9,81.6,3.6,84.7,82.7,94.7,85.0,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP310,Maryam Chaudhry,IT,POS-303,Junior,Latest 6 Months,96.9,6.3,97.1,99.2,3.4,100,79.8,87.5,91.2,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP311,Junaid Zafar,IT,POS-304,Junior,Latest 6 Months,77.2,2.5,78.4,81.9,4.1,69.5,95.6,100,82.0,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP312,Areeba Tariq,IT,POS-305,Junior,Latest 6 Months,93.6,7.7,91.1,86.8,3.2,93.7,90.3,69.0,85.9,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP313,Kamran Mughal,IT,POS-306,Intern,Latest 6 Months,79.8,10.1,75.4,72.6,3.8,66.6,77.8,86.8,76.4,Effective,Development Required,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP314,Anam Hameed,IT,POS-307,Intern,Latest 6 Months,81.4,-0.8,75.4,77.0,4.2,75.2,82.4,96.9,80.9,Effective,Development Required,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP315,Maha Abbasi,IT,POS-308,Intern,Latest 6 Months,82.7,13.2,95.5,95.2,3.9,69.4,79.9,81.1,83.8,Strong,Development Required,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP316,Imran Abbasi,Medical Care,EXEC-MED-HEAD,Executive,Latest 6 Months,96.7,0.7,110,95.5,3.1,91.6,74.8,80.4,89.8,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP317,Anam Khan,Medical Care,POS-309,Lead/Manager,Latest 6 Months,91.2,0.3,87.0,95.5,3.6,65.8,91.2,69.5,83.9,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP318,Haris Khalid,Medical Care,POS-310,Lead/Manager,Latest 6 Months,82.8,1.2,86.0,83.5,3.8,79.2,86.6,80.5,82.4,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP319,Anusha Baig,Medical Care,POS-311,Lead/Manager,Latest 6 Months,90.1,0.9,75.8,86.4,3.1,83.0,92.8,89.6,83.4,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP320,Shahzaib Iqbal,Medical Care,POS-312,Lead/Manager,Latest 6 Months,98.1,-4.3,105.7,89.4,3.7,77.8,94.2,74.9,90.0,Strong,Ready Now,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP321,Hira Awan,Medical Care,POS-313,Lead/Manager,Latest 6 Months,100.2,8.9,102.9,96.7,4.2,86.4,77.2,80.6,91.9,Strong,Ready Now,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP322,Kinza Butt,Medical Care,POS-314,Lead/Manager,Latest 6 Months,79.6,0.8,79.0,77.1,3.9,85.4,87.1,83.8,80.9,Effective,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP323,Rabia Bukhari,Medical Care,POS-315,Senior,Latest 6 Months,86.2,4.8,99.0,88.1,3.7,82.9,78.3,76.9,84.7,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP324,Waqas Farooq,Medical Care,POS-316,Senior,Latest 6 Months,87.9,4.3,85.1,74.0,4.4,78.1,96.0,86.7,85.1,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP325,Eman Iqbal,Medical Care,POS-317,Senior,Latest 6 Months,73.3,-0.4,66.0,77.1,3.5,79.2,94.2,96.7,77.7,Effective,Successor / Lateral Pool,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP326,Hira Yousaf,Medical Care,POS-318,Senior,Latest 6 Months,90.3,4.0,97.2,86.8,3.1,90.2,91.1,64.9,85.1,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP327,Sidra Yousaf,Medical Care,POS-319,Senior,Latest 6 Months,70.3,1.5,69.6,63.0,4.2,86.6,94.8,90.4,77.5,Effective,Successor / Lateral Pool,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP328,Raza Javed,Medical Care,POS-320,Senior,Latest 6 Months,82.5,3.4,96.6,87.5,3.8,91.9,82.7,79.4,85.6,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP329,Ali Aziz,Medical Care,POS-321,Senior,Latest 6 Months,92.6,-5.0,98.8,97.7,2.6,75.6,90.8,68.5,85.1,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP330,Farhan Khalid,Medical Care,POS-322,Senior,Latest 6 Months,93.2,7.5,88.4,99.6,3.5,72.4,74.7,82.0,84.9,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP331,Iqra Saleem,Medical Care,POS-323,Mid,Latest 6 Months,87.1,-0.2,86.0,80.1,4.6,86.0,66.1,62.3,81.5,Effective,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP332,Maryam Ismail,Medical Care,POS-324,Mid,Latest 6 Months,80.1,1.1,82.8,88.5,3.7,76.9,94.3,85.5,82.8,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP333,Bilal Zafar,Medical Care,POS-325,Mid,Latest 6 Months,89.3,2.3,95.9,85.3,3.6,89.4,71.9,85.6,85.3,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP334,Fahad Hashmi,Medical Care,POS-326,Mid,Latest 6 Months,86.7,5.5,87.1,83.7,4.2,96.5,85.7,89.2,87.2,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP335,Haris Rauf,Medical Care,POS-327,Mid,Latest 6 Months,95.1,-3.1,87.8,82.9,4.5,78.3,85.2,94.1,88.2,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP336,Kinza Faisal,Medical Care,POS-328,Mid,Latest 6 Months,81.4,-7.2,82.0,96.4,4.1,92.2,83.6,88.0,85.9,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP337,Junaid Mahmood,Medical Care,POS-329,Mid,Latest 6 Months,94.3,0.9,103.7,87.4,4.2,92.6,71.7,82.2,89.4,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP338,Imran Malik,Medical Care,POS-330,Mid,Latest 6 Months,90.3,4.4,87.3,88.0,3.6,78.0,71.3,72.9,81.9,Effective,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-01,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP339,Saba Saleem,Medical Care,POS-331,Mid,Latest 6 Months,94.9,-0.6,88.1,92.8,3.6,94.1,94.7,72.3,88.5,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-02,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP340,Eman Raza,Medical Care,POS-332,Mid,Latest 6 Months,91.2,-7.1,109.9,83.0,3.7,79.5,90.2,87.7,89.0,Strong,Ready in 6-12 Months,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
EMP341,Kashif Latif,Medical Care,POS-333,Mid,Latest 6 Months,94.3,-1.1,100.8,101.6,3.9,90.7,95.0,76.5,92.5,Exceptional,Ready Now,DEPARTMENT-008,Healthcare Services,ORGANIZATIONAL-UNIT-MED-TEAM-03,LOC-MEDICAL,COST-CENTER-MED,2026-08-01
